PriceTotal,Size,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Title_length,LookingFor_length,analysis_det,analysis_desr,analysis_desl,analysis_desli,analysis_deso
1050,17,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1150,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
850,18,1975,24.0,4,2,0,24,338,0.0,-0.6486,-0.8658,0.902,-0.2263
1199,70,2000,24.0,2,12,8,137,337,0.4588,-0.9827,-0.8316,-0.5423,-0.7003
990,16,1000,24.0,4,7,3,18,338,0.0,-0.5848,0.0,0.0,0.0
580,23,580,24.0,4,11,0,146,338,0.0,-0.5994,-0.9136,-0.5994,0.0
848,24,2544,24.0,3,10,3,77,245,0.0,-0.9136,-0.8316,-0.5994,0.3818
1200,20,2000,24.0,3,12,2,70,16,0.4588,-0.953,-0.9508,-0.9761,-0.9151
650,15,200,24.0,2,9,0,53,16,0.0,-0.8588,0.0,0.0,0.0
650,11,650,24.0,3,12,3,25,16,0.0,-0.9623,-0.5994,-0.8316,-0.5994
750,13,1500,24.0,2,11,3,21,338,0.4588,-0.6597,-0.8316,0.0,-0.4404
800,20,1400,24.0,3,12,9,54,338,0.0,-0.4753,0.0,0.0,0.0
700,20,600,24.0,3,11,8,34,245,0.0,0.0,0.0,0.0,0.0
750,15,2000,24.0,4,12,3,32,338,0.0,0.0,-0.6597,0.0,-0.8834
722,15,2166,24.0,2,9,3,49,338,0.0,-0.9595,-0.9761,-0.5994,-0.6688
1028,17,2450,24.0,4,10,7,72,338,0.0,-0.6597,-0.8316,0.6705,0.0
750,14,0,24.0,3,9,5,20,338,0.0,-0.9062,0.0,0.0,0.0
974,16,2450,24.0,4,10,7,72,338,0.0,-0.7964,-0.8316,0.6705,0.0
620,20,200,24.0,2,7,3,19,16,0.0,-0.9538,-0.5994,0.636,0.0
600,25,300,24.0,85614,2,0,20,338,0.0,0.0,0.0,0.0,0.0
640,16,800,24.0,4,7,3,34,338,0.0,0.7184,-0.7906,-0.636,0.0
755,12,1500,24.0,4,8,8,42,245,0.0,-0.9643,-0.4767,-0.5994,0.0
990,20,0,24.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1095,0,1500,168.0,2,3,0,33,16,0.0,0.0,0.0,0.0,0.0
1195,124,1792,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1095,77,1642,168.0,3,3,0,27,16,0.0,-0.8316,0.0,0.0,-0.9545
1064,92,1596,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1650,30,3000,24.0,3,11,5,74,338,0.0,-0.9766,0.0,-0.9633,-0.9136
1020,17,500,24.0,4,10,0,40,338,0.0,-0.5994,-0.9136,-0.9136,-0.2263
550,15,350,24.0,3,10,4,34,5,0.0,-0.6808,-0.5994,-0.7269,-0.5994
800,14,1000,24.0,2,3,0,57,338,0.0,0.807,0.0,0.0,0.0
845,9,1500,24.0,4,8,3,56,338,0.0,0.6449,0.7003,0.9884,-0.5815
950,20,0,24.0,2,9,4,52,338,0.0,0.0,-0.5994,0.0,0.0
860,28,0,24.0,4,7,4,41,286,0.0,-0.7494,-0.5994,-0.5994,0.0
830,46,1500,24.0,82205,9,6,49,338,0.0,-0.9947,0.0,0.0,0.0
610,18,995,24.0,4,8,3,77,286,0.0,-0.717,-0.953,-0.9769,0.636
630,13,630,24.0,1,3,2,32,5,0.0,0.34,0.3818,0.6369,0.0
690,22,1500,24.0,2,10,3,74,286,0.0,-0.8591,-0.4753,-0.9309,-0.8614
650,16,1000,24.0,4,10,0,40,286,0.0,-0.9896,-0.7579,0.0,0.0
1050,14,2000,24.0,2,6,2,83,338,0.0,-0.8687,-0.937,-0.5994,-0.4019
460,10,460,24.0,2,12,0,52,16,0.0,-0.9184,-0.5994,0.0,0.0
650,15,300,24.0,3,13,2,110,16,0.0,-0.9829,0.0,0.0,0.0
1200,20,300,24.0,3,12,5,84,5,0.0,-0.9771,-0.5994,0.0,0.0
680,20,1500,24.0,2,10,0,57,286,0.0,0.0,0.0,0.0,0.0
1350,39,0,24.0,3,7,5,50,16,0.0,-0.8126,-0.6808,-0.5994,0.0
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1045,83,1567,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1220,80,1830,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1050,16,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
900,10,0,24.0,3,4,0,78,16,0.0,-0.9823,-0.5994,0.0,0.0
1020,87,1530,168.0,4,3,0,27,16,0.0,-0.8439,0.0,0.0,-0.9545
590,70,0,24.0,2,8,0,103,286,0.0,-0.6418,-0.9698,-0.9136,0.0
650,11,1530,24.0,4,6,2,43,338,0.0,-0.5423,0.0,0.0,-0.8316
600,17,600,24.0,2,8,2,114,5,0.0,-0.8481,-0.25,0.0,0.0
660,17,1659,24.0,4,3,3,45,338,0.0,-0.9287,-0.9245,0.5093,0.0
760,16,0,24.0,2,8,3,56,286,0.4588,0.9726,-0.7184,0.9932,0.3182
640,24,600,24.0,3,11,0,47,338,0.0,0.3506,-0.4588,0.9882,-0.25
750,20,1400,24.0,4,11,5,147,286,0.0,-0.8126,-0.6486,0.0,0.0
225,11,0,24.0,81594,9,2,20,16,0.0,0.5994,0.0,0.0,0.0
338,15,0,24.0,4,3,3,58,338,0.0,-0.5994,0.0,0.4588,-0.9466
690,12,0,24.0,2,7,3,44,338,0.0,0.0,-0.5994,-0.636,0.0
600,11,600,24.0,82024,10,0,35,5,0.0,-0.6597,0.0,0.0,0.0
1300,12,1250,24.0,3,12,0,71,338,0.4588,-0.95,0.0,-0.5994,-0.4926
1100,10,0,24.0,3,3,0,47,16,0.4588,-0.9167,-0.5994,0.0,0.0
620,13,1500,24.0,3,9,3,33,16,0.0,-0.8316,-0.9217,-0.3818,-0.5994
850,17,0,24.0,3,9,0,120,286,0.4588,0.0,-0.8316,-0.4753,-0.5994
760,20,2100,24.0,2,7,7,60,16,0.0,-0.8316,-0.5994,0.0,0.0
650,13,0,24.0,2,11,3,35,16,0.4588,-0.8316,-0.5994,-0.8316,0.0
1050,18,0,24.0,4,1,2,44,338,0.4588,0.0,0.0,0.0,0.0
700,17,100,24.0,2,4,4,52,338,0.0,0.8979,0.5859,0.0,0.0
750,13,1000,24.0,2,13,3,41,338,0.0,0.0,-0.9349,0.0,0.0
930,12,0,192.0,2,4,0,70,16,0.0,-0.9661,-0.8439,0.0,0.0
1085,68,1627,168.0,3,3,0,27,16,0.0,-0.8316,0.0,0.0,-0.9545
1200,113,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1121,0,1681,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1140,13,0,24.0,4,4,0,71,16,0.0,-0.9761,-0.5994,0.0,0.0
1095,105,1642,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
940,19,0,24.0,4,9,5,31,338,0.0,-0.8485,0.8271,0.9709,0.9607
1072,17,1725,24.0,2,10,2,39,286,0.0,-0.9081,-0.8316,-0.4588,-0.5994
943,23,1800,24.0,2,9,5,31,338,0.4588,-0.8316,-0.9136,-0.891,-0.9136
250,15,400,24.0,3,11,3,51,245,0.0,-0.8316,-0.8316,-0.9195,-0.636
680,15,600,24.0,4,10,2,50,245,0.0,-0.8316,0.0,0.0,0.0
1095,18,2000,24.0,1,11,0,47,338,0.0,-0.5023,0.8126,0.9676,-0.3506
750,15,500,24.0,4,8,0,64,338,0.0,-0.9117,-0.636,-0.8316,-0.8439
485,16,800,24.0,2,9,3,51,286,0.0,-0.4939,-0.8807,0.8151,0.0
780,13,0,24.0,4,8,3,21,338,0.0,-0.0516,0.0,0.0,0.0
1200,37,800,24.0,3,10,3,42,16,0.4588,0.836,0.7351,0.9335,0.9393
600,12,600,24.0,2,10,0,31,338,0.0,0.8733,0.6369,0.9965,0.0
560,15,200,24.0,85521,7,3,33,16,0.0,0.0,0.0,0.0,0.0
450,14,450,24.0,2,2,3,23,16,0.0,0.0,0.0,0.0,0.0
1100,24,100,24.0,4,12,0,37,16,0.0,0.0,-0.4199,-0.5994,0.0
759,18,1971,24.0,0,12,4,57,16,0.0,-0.25,-0.9136,-0.636,0.0
550,15,1100,24.0,85386,5,0,57,338,0.0,-0.8741,0.0,0.0,0.0
890,11,1500,24.0,4,9,5,58,338,0.0,0.0,-0.8316,-0.8316,-0.8622
570,12,570,24.0,4,8,0,19,338,0.0,0.7572,0.8883,0.8655,0.8481
550,17,1000,24.0,1,9,0,42,286,0.0,-0.8442,-0.5994,-0.89,-0.5994
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1112,108,1668,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1026,68,1539,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
930,17,0,24.0,3,4,0,59,16,0.0,-0.9761,-0.5994,0.0,0.0
900,10,0,24.0,3,4,0,78,16,0.0,-0.9823,-0.5994,0.0,0.0
1220,80,1830,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
520,30,0,24.0,82140,10,3,21,5,0.0,-0.94,-0.7243,-0.865,-0.6981
855,14,1500,24.0,1,12,6,43,325,0.0,-0.9136,-0.8519,-0.8126,0.0
850,11,1200,24.0,2,12,6,103,338,0.0,-0.9246,-0.8316,-0.8955,-0.5994
890,12,2340,24.0,4,11,3,67,16,0.0,-0.9643,0.0,0.0,0.0
640,11,1920,24.0,2,7,5,40,16,0.0,0.0,-0.5994,-0.8316,-0.7003
690,23,1500,24.0,2,11,5,54,338,0.0,-0.9459,-0.9783,0.0,0.0
850,24,2400,24.0,2,4,3,35,16,0.4588,0.3182,0.0,0.0,0.0
580,13,300,24.0,3,10,3,34,338,0.0,0.0,0.0,0.0,-0.5994
767,18,1236,24.0,2,10,3,73,286,0.0,-0.9758,0.5423,-0.5994,-0.9823
650,18,100,24.0,2,10,3,117,286,0.0,-0.969,0.0,0.0,0.0
880,10,880,24.0,2,6,0,38,326,0.4588,0.0,0.3612,-0.9401,0.0
685,11,1600,24.0,3,14,3,72,338,0.0,0.128,-0.9136,-0.9136,0.0
330,10,700,24.0,3,11,0,74,338,0.0,-0.6597,-0.8316,-0.2263,0.0
390,17,600,24.0,4,10,3,53,245,0.0,-0.946,-0.9201,0.0,0.0
780,30,935,24.0,1,10,5,69,16,0.0,0.7668,0.6844,0.8453,0.7184
550,10,550,24.0,2,6,4,19,286,0.0,-0.5994,0.0,0.0,0.0
730,15,0,24.0,1,9,2,25,16,0.4588,-0.8316,0.0,0.6597,0.0
650,15,700,24.0,3,9,0,37,16,0.0,-0.9136,-0.9371,-0.8316,0.0
530,10,1000,24.0,1,8,3,27,286,0.0,-0.5994,-0.5994,-0.2263,-0.8658
1080,11,0,192.0,2,4,0,71,16,0.0,-0.9661,-0.9508,0.0,0.0
920,82,1380,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1050,14,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1120,92,1680,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1095,101,1642,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1010,177,1515,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
800,16,1500,24.0,4,10,2,39,338,0.0,-0.6908,-0.9136,-0.9136,0.9493
950,20,1500,24.0,4,10,0,40,16,0.0,0.7089,0.7003,0.0,0.3818
698,15,1260,24.0,4,11,0,90,338,0.0,-0.9136,-0.9136,-0.9904,-0.9656
950,20,950,24.0,4,9,0,39,286,0.0,-0.8439,-0.5994,0.0,0.0
619,14,1000,24.0,2,11,0,39,5,0.0,-0.8316,0.0,0.0,0.0
750,16,1300,24.0,2,12,5,44,338,0.0,-0.8316,0.0,0.0,0.0
810,17,1770,120.0,82152,9,0,43,16,0.0,-0.8316,-0.8316,0.0,-0.5994
870,15,1740,120.0,2,12,4,157,16,0.4588,0.4588,0.0,0.0,-0.2263
850,26,1000,120.0,2,9,4,20,338,0.4588,0.0,0.0,0.0,0.0
1100,27,2200,120.0,2,13,4,145,16,0.4588,0.6486,0.3804,0.8957,0.0
800,22,1500,120.0,3,8,4,39,338,0.0,-0.5994,0.0,0.0,0.0
940,16,2000,120.0,4,11,2,19,338,0.4588,-0.9062,-0.8316,-0.9001,0.0
650,15,0,120.0,1,11,6,62,16,0.0,-0.5423,0.0,0.0,0.0
850,18,1600,120.0,3,8,4,87,286,0.0,-0.9643,-0.4215,-0.5994,-0.636
797,12,2166,120.0,2,10,6,56,245,0.0,-0.9862,-0.7845,-0.3954,0.0
550,13,1000,120.0,4,1,0,52,338,0.0,0.34,0.2732,0.296,0.4767
530,12,1060,120.0,3,11,3,28,338,0.0,-0.5994,-0.8316,0.4019,0.9717
300,10,500,120.0,2,10,2,35,338,0.0,0.0,-0.5994,-0.7003,-0.8316
1150,41,2000,120.0,4,13,4,28,338,0.0,-0.8316,0.0,-0.7269,-0.8316
955,66,1432,168.0,2,3,0,27,16,0.0,-0.9136,0.0,0.0,-0.9545
1125,235,1000,168.0,4,4,0,63,16,0.0,0.0,0.0,0.0,-0.9783
1035,70,1552,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
930,17,0,24.0,3,4,0,59,16,0.0,-0.9761,-0.5994,0.0,0.0
1150,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1170,17,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
830,16,1400,120.0,4,7,0,32,16,0.0,-0.8126,0.0,0.0,0.0
750,12,750,120.0,82049,12,0,93,286,0.0,-0.9808,-0.5994,-0.5994,-0.5994
480,12,960,120.0,2,13,0,56,16,0.0,-0.4588,-0.8316,-0.4753,-0.34
550,13,0,120.0,3,4,6,54,338,0.0,-0.296,-0.7003,-0.8658,-0.9136
650,15,600,120.0,4,4,4,47,338,0.0,-0.0202,0.0,0.807,0.5106
500,17,50,120.0,86577,12,0,49,338,0.0,-0.9136,-0.8316,-0.9485,-0.9661
680,10,750,120.0,1,8,0,34,16,0.4588,-0.5994,-0.9485,0.0,0.0
860,12,950,120.0,4,3,6,35,273,0.0,0.0,0.0,0.0,0.0
650,7,500,120.0,2,9,3,56,16,0.0,0.9818,0.0,0.0,0.0
800,17,1000,120.0,2,8,0,33,286,0.0,0.4225,0.0,0.0,0.0
550,16,350,120.0,2,8,0,45,338,0.0,-0.204,0.0,0.0,0.0
605,18,300,144.0,2,9,3,41,16,0.4588,0.9231,0.0,0.9021,-0.296
700,17,700,144.0,4,12,5,77,286,0.0,-0.9821,0.0,0.0,0.0
725,10,2000,144.0,2,9,3,45,16,0.0,0.8971,-0.2714,0.9468,0.7269
740,11,740,144.0,2,3,4,26,326,0.0,0.0,0.0,0.0,0.0
800,20,1300,144.0,3,9,4,55,338,0.0,-0.9872,-0.9485,-0.8316,0.0
690,20,1500,144.0,2,9,6,68,5,0.0,-0.5994,-0.8316,-0.5994,0.0
700,18,0,144.0,3,7,2,70,16,0.0,-0.9868,-0.5994,-0.9136,0.0
675,17,1725,144.0,2,7,3,50,286,0.0,-0.9477,-0.8316,-0.5994,-0.5994
490,12,1200,144.0,2,8,6,54,5,0.0,-0.5994,-0.8316,-0.636,0.0
870,18,0,24.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1020,87,1530,168.0,4,3,0,27,16,0.0,-0.8439,0.0,0.0,-0.9545
1080,12,0,192.0,2,4,0,89,16,0.0,-0.9823,-0.5994,0.0,0.0
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
945,94,1417,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
900,15,0,144.0,4,3,0,51,16,0.0,-0.5994,-0.5994,0.0,-0.4588
550,24,0,144.0,3,8,2,49,338,0.0,-0.9824,0.0,0.0,0.0
840,12,1500,144.0,2,9,5,43,16,0.0,-0.7579,0.3182,0.8109,-0.8934
400,19,400,144.0,2,2,0,83,16,0.0,0.368,0.0,0.0,0.0
1000,16,1900,144.0,3,7,2,41,338,0.4588,-0.9538,-0.8316,-0.5994,0.0
790,14,200,144.0,3,11,0,21,286,0.0,-0.9136,-0.9485,-0.9136,-0.4588
590,8,1000,144.0,2,8,0,32,286,0.0,0.554,0.7419,0.5574,0.8356
510,11,0,144.0,2,9,3,28,338,0.0,0.4588,0.0,-0.9081,-0.4082
630,11,0,144.0,3,9,0,39,338,0.0,0.0,-0.9485,0.0,0.0
600,14,0,144.0,4,13,0,41,16,0.0,-0.5423,0.0,0.0,0.0
750,13,500,144.0,2,7,5,44,16,0.4588,0.6989,0.5574,0.8617,0.0
750,11,750,144.0,2,4,0,65,16,0.0,0.8552,0.0,0.0,0.0
670,10,2010,144.0,3,4,0,51,16,0.4588,0.0,-0.1531,0.0,0.0
850,18,1000,144.0,3,6,0,32,5,0.0,-0.8316,0.0,0.0,0.0
610,20,0,144.0,2,8,3,28,338,0.0,0.0,0.0,0.0,0.0
600,10,1500,144.0,1,10,2,16,5,0.4588,0.0,0.0,0.0,-0.5994
669,15,1600,144.0,2,10,0,38,245,0.0,-0.6124,-0.9661,-0.5994,0.0
680,20,1200,144.0,3,12,7,50,338,0.0,-0.5813,0.3365,0.0,0.0
1050,89,1575,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
720,12,0,1.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1325,113,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1041,81,1561,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
930,11,0,168.0,2,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1010,177,1515,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
600,10,1000,144.0,4,7,2,30,338,0.0,0.4939,0.0,0.0,0.0
1350,14,2400,144.0,2,13,10,134,245,0.0,-0.9758,-0.8316,-0.9062,-0.5994
420,8,0,144.0,2,7,3,67,5,0.0,0.5707,0.0,0.0,0.0
650,12,0,144.0,2,9,3,22,5,0.0,-0.9558,0.0,0.0,0.0
20,15,50,168.0,4,1,0,46,16,0.0,0.875,0.6486,0.0,0.4588
753,13,1400,168.0,3,11,0,33,338,0.0,-0.9595,-0.8316,-0.8316,0.0
1060,16,1590,168.0,2,12,5,66,338,0.0,-0.9816,0.0,-0.5994,0.0
600,12,0,168.0,3,8,0,45,338,0.4588,-0.8316,-0.4767,-0.5994,-0.5994
850,30,1000,168.0,1,9,2,59,338,0.0,-0.5423,0.0,0.0,0.0
700,11,2100,168.0,1,13,2,47,338,0.0,0.0,-0.5994,-0.8126,0.0
780,15,1000,168.0,2,14,2,63,286,0.0,0.0,0.0,0.0,0.0
780,18,0,168.0,2,1,0,64,338,0.0,-0.4469,0.0,0.0,0.0
835,13,2505,168.0,2,5,4,26,16,0.4588,-0.9888,-0.9485,0.0,0.0
650,12,1740,168.0,2,7,4,28,16,0.0,-0.836,-0.5994,-0.5994,0.0
570,14,1710,168.0,1,9,6,83,338,0.0,-0.9287,0.0,0.0,0.0
950,12,2250,168.0,4,6,5,49,338,0.0,-0.5423,0.0,-0.3818,0.3182
950,20,1500,168.0,3,9,5,40,16,0.0,0.0,0.0,0.0,-0.5994
567,13,300,168.0,3,11,0,37,338,0.4588,-0.9674,-0.8316,-0.9775,-0.944
850,15,2550,168.0,4,8,3,39,5,0.0,0.0,-0.5994,0.7906,-0.8126
1120,92,1680,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
930,14,0,168.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1005,78,1507,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1170,17,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1200,80,1800,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1013,20,2000,168.0,4,11,0,78,338,0.0,-0.5118,-0.9081,0.9042,0.9001
750,15,670,168.0,3,9,4,46,338,0.0,-0.8316,-0.8316,-0.5994,-0.5994
450,25,0,168.0,3,11,0,32,5,0.0,0.9974,-0.9403,0.0,0.0
910,26,1000,168.0,4,9,8,83,286,0.4588,0.9955,0.0,0.0,0.0
555,8,1350,168.0,2,5,3,47,338,0.4588,0.3384,-0.9633,0.9683,-0.1027
650,14,600,168.0,2,13,4,20,338,0.0,-0.8316,0.0,-0.5994,0.0
1000,50,2200,168.0,2,9,0,47,338,0.0,-0.9833,0.7783,-0.8316,-0.636
630,15,1300,168.0,2,6,0,40,338,0.0,-0.9796,0.7783,0.0,0.0
700,23,1000,168.0,4,12,5,28,16,0.0,-0.2023,0.0,0.0,0.0
550,14,550,168.0,2,8,5,81,245,0.0,0.5348,0.0,0.0,0.0
1100,22,2200,168.0,4,5,6,37,16,0.0,-0.851,0.2023,0.0,0.0
573,14,480,168.0,2,9,4,32,16,0.0,-0.9656,0.0,0.0,0.0
800,14,0,168.0,2,10,4,41,16,0.4588,-0.5423,0.0,-0.2263,-0.5994
500,15,1000,168.0,2,6,2,21,338,0.4588,0.6731,0.0,0.8901,0.5994
1250,17,500,168.0,4,9,3,38,5,0.0,0.2023,0.0,0.0,0.0
400,8,400,168.0,2,7,4,62,16,0.0,0.0,0.0,-0.5994,0.0
650,20,1300,168.0,2,11,3,90,286,0.0,-0.9681,0.0,0.0,0.0
800,20,2400,168.0,4,11,4,37,338,0.4588,-0.8932,0.0,0.0,0.0
840,25,1500,168.0,2,12,0,87,338,0.0,0.0,0.0,0.0,0.0
1000,60,1000,168.0,3,6,0,39,338,0.0,-0.5994,-0.7003,-0.4215,0.0
1050,15,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1231,95,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
955,66,1432,168.0,2,3,0,27,16,0.0,-0.9136,0.0,0.0,-0.9545
965,83,1447,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
955,120,1432,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1050,14,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
150,13,100,168.0,2,9,3,40,338,0.0,0.0,0.0,0.0,0.0
650,23,600,168.0,2,9,0,85,286,0.4588,-0.936,-0.9136,0.4588,0.4588
850,13,850,168.0,4,4,2,71,338,0.0,-0.8316,0.0,0.0,0.0
1050,15,1500,168.0,4,10,6,28,338,0.4588,0.9761,0.8553,0.9529,0.0
790,23,1580,168.0,2,11,3,44,338,0.0,0.4404,-0.5994,-0.0258,0.8856
690,17,1000,168.0,4,12,4,32,16,0.0,-0.8395,-0.8316,-0.8802,-0.8439
49,16,200,168.0,4,12,4,52,338,0.0,-0.9476,-0.8316,-0.9299,-0.8439
775,20,1400,168.0,1,7,4,61,16,0.0,0.296,0.0,0.0,0.0
1000,25,1700,168.0,3,5,5,28,338,0.4588,0.0,-0.5994,-0.296,-0.9313
904,16,1500,168.0,2,9,0,42,338,0.0,-0.969,0.0,-0.8883,0.0
530,8,800,168.0,2,8,2,28,286,0.0,0.0,0.0,0.0,0.0
800,22,1500,168.0,4,11,0,67,286,0.4588,0.9724,0.0,0.0,0.0
860,16,2580,168.0,2,10,3,36,286,0.0,0.0,0.4939,0.0,0.3182
910,16,2730,168.0,2,10,4,25,338,0.0,0.0,0.4939,0.0,0.3182
790,13,2220,168.0,4,9,5,38,16,0.0,-0.855,-0.8439,-0.9392,-0.9136
550,13,1400,168.0,2,10,8,16,326,0.0,-0.9184,-0.5994,0.3182,0.2732
790,18,1580,168.0,4,8,0,30,338,0.0,-0.4854,-0.6476,0.9925,0.0
800,21,1500,168.0,2,9,5,38,5,0.0,0.0,0.0,-0.5994,0.0
400,15,200,192.0,2,2,4,45,338,0.0,-0.9686,0.0,0.0,0.0
650,40,0,192.0,3,7,3,62,338,0.0,0.9575,-0.9042,0.9944,0.9785
1220,108,1830,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1121,0,1681,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
922,68,1383,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1170,17,0,192.0,3,4,0,83,16,0.0,-0.9761,-0.5994,0.0,0.0
960,14,0,24.0,4,4,0,73,16,0.0,-0.9828,-0.5994,0.0,0.0
690,17,1500,192.0,2,7,3,32,338,0.0,-0.8176,-0.8885,-0.5994,0.555
690,10,900,192.0,3,11,2,31,245,0.0,-0.9062,0.0,0.0,0.0
755,17,0,192.0,2,5,4,24,16,0.0,-0.8126,-0.8316,-0.8316,-0.636
830,20,1000,192.0,2,7,4,39,338,0.4588,0.9331,0.6872,0.7794,0.4404
605,8,800,192.0,2,10,0,74,16,0.0,-0.743,0.0,0.0,0.0
45,8,400,192.0,2,11,0,65,16,0.0,0.0,0.0,0.0,0.0
805,14,800,192.0,2,10,0,50,16,0.0,-0.128,0.0,0.0,0.0
805,14,800,192.0,2,9,0,42,16,0.0,-0.6124,0.0,0.0,0.0
705,8,800,192.0,2,11,0,88,16,0.0,-0.6808,0.0,0.0,0.0
700,14,1950,192.0,2,9,2,27,325,0.0,-0.9136,-0.5994,-0.1779,-0.5994
680,8,900,192.0,3,12,2,60,338,0.0,-0.9712,0.0,0.0,0.0
700,15,700,192.0,3,9,5,60,245,0.0,-0.7184,0.0,0.0,0.4019
500,20,500,192.0,1,9,0,30,286,0.0,0.0,0.0,0.0,0.0
824,15,1800,192.0,2,8,3,30,338,0.4588,-0.7263,0.0,-0.636,0.6514
927,15,2550,192.0,2,5,5,23,325,0.0,-0.9859,0.0,0.0,0.0
850,25,850,192.0,4,1,3,13,16,0.0,-0.4215,0.0,0.0,0.0
1020,14,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1200,15,0,24.0,2,4,0,68,16,0.0,-0.9823,-0.5994,0.0,0.0
925,27,1500,168.0,3,4,0,59,16,0.0,0.0,0.0,0.0,0.0
1020,87,1530,168.0,4,3,0,27,16,0.0,-0.8439,0.0,0.0,-0.9545
1041,89,1561,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
700,15,1800,192.0,2,7,0,22,286,0.0,0.34,0.0,0.9413,-0.1154
728,17,800,192.0,2,10,2,23,338,0.4588,0.9169,-0.296,0.8106,0.9968
760,23,1380,192.0,85640,9,5,102,16,0.0,-0.9485,-0.8316,0.4939,-0.765
750,21,750,192.0,2,11,0,38,286,0.0,0.0,-0.8316,-0.8316,-0.5994
560,17,1000,192.0,4,11,3,87,16,0.0,-0.9661,-0.8316,0.0,-0.5994
625,25,1000,192.0,2,4,6,47,245,0.0,0.34,0.0,0.0,0.0
750,17,1420,192.0,3,7,5,31,338,0.0,-0.9136,-0.5994,0.0,0.0
375,24,375,192.0,1,5,3,29,16,0.4588,0.9214,0.0,0.0,0.0
1000,20,1000,192.0,3,7,0,43,338,0.4588,-0.8591,0.0,0.0,0.0
750,14,1000,192.0,2,12,2,30,338,0.0,-0.7906,0.0,0.0,0.0
900,17,1500,192.0,4,8,5,25,286,0.0,-0.9413,-0.8316,0.0,0.0
200,20,60,192.0,4,8,0,23,16,0.0,0.0,0.0,0.7003,0.0
