PriceTotal,Size,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Title_length,LookingFor_length,analysis_det,analysis_desr,analysis_desl,analysis_desli,analysis_deso
670,13,1500,1.0,1,12,3,45,286,0.0,-0.5994,0.0,-0.2263,-0.5994
1300,20,2700,1.0,4,1,7,41,16,0.0,0.0,-0.5994,0.0,-0.8316
770,10,2100,1.0,2,11,7,50,338,0.4588,-0.6249,-0.1316,0.9228,0.9444
150,17,0,1.0,3,2,3,42,16,0.0,0.4588,0.0,0.0,0.0
1190,22,1050,1.0,5,7,4,62,16,0.0,-0.5994,-0.5994,-0.9485,-0.8316
650,15,1500,1.0,2,11,0,52,5,0.4588,-0.5994,-0.8316,-0.5423,-0.5994
920,18,0,1.0,4,2,3,32,338,0.0,-0.9246,0.4588,0.8268,0.0
740,15,1900,1.0,2,9,3,79,338,0.0,-0.9348,-0.9475,-0.9817,0.0
1190,20,1050,1.0,5,7,4,62,16,0.0,-0.5994,-0.5994,-0.9485,-0.8316
700,20,1200,1.0,4,5,4,24,286,0.0,-0.8126,-0.8316,-0.2263,0.4588
1220,106,1830,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1169,163,1753,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
930,13,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
900,13,0,192.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1150,75,1725,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
800,40,0,1.0,83646,13,3,222,338,0.0,-0.89,-0.128,-0.7319,0.0
790,17,0,1.0,4,11,0,23,338,0.0,-0.8519,-0.9485,-0.2263,0.4588
750,11,1300,1.0,1,8,0,41,338,0.4588,-0.9769,-0.8316,-0.2263,0.0
610,12,1500,1.0,3,2,3,30,16,0.0,-0.4404,-0.5994,0.9577,0.0
880,22,1500,1.0,2,8,0,55,325,0.4588,-0.9184,0.0,-0.2263,0.0
929,16,2418,1.0,3,10,0,63,245,0.0,-0.9978,0.0,0.0,0.0
750,20,1400,1.0,2,8,2,65,338,0.4588,-0.8316,-0.8316,0.5994,-0.3818
275,14,525,1.0,2,9,0,83,245,0.0,0.0,-0.9702,0.0,0.0
790,11,1580,1.0,2,9,0,25,16,0.4588,-0.6908,-0.9638,0.0,0.0
790,12,1580,1.0,2,9,0,33,16,0.4588,-0.6908,-0.9638,0.0,0.0
730,20,700,1.0,4,11,3,62,338,0.0,-0.8316,-0.5994,0.0,-0.8126
750,16,0,1.0,1,9,2,24,286,0.0,0.0,-0.5994,0.6114,-0.8126
360,16,550,1.0,4,9,0,30,245,0.0,-0.9538,-0.5994,-0.9184,0.636
230,14,550,1.0,5,10,0,36,245,0.0,-0.9652,-0.9485,-0.9184,0.636
900,16,0,1.0,3,7,3,74,16,0.0,0.9937,0.0,0.0,0.0
790,12,990,1.0,2,10,2,44,286,0.0,-0.9647,0.0,0.0,0.0
895,14,1500,1.0,3,8,3,107,16,0.4588,-0.9396,-0.7003,0.6239,0.7783
890,8,2670,1.0,4,7,3,30,245,0.0,0.8246,-0.4215,-0.0516,0.0
610,12,1530,1.0,4,8,3,64,286,0.0,-0.9823,-0.9661,-0.8316,0.0
870,18,0,24.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1150,108,1000,168.0,2,3,0,50,16,0.0,0.0,0.0,0.0,-0.9783
1160,103,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
770,87,1155,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
870,20,0,24.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1064,92,1596,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
775,15,2070,1.0,1,11,5,52,16,0.0,-0.5255,-0.9955,0.0,0.0
750,10,1000,1.0,4,8,5,78,338,0.0,0.0,-0.9184,0.3382,0.5093
710,17,1400,1.0,3,12,5,35,338,0.0,-0.9643,-0.9485,0.0,-0.9136
710,10,1875,24.0,2,11,3,52,16,0.0,-0.5255,-0.9864,0.0,0.0
1150,21,1020,24.0,5,7,4,62,16,0.0,-0.5994,-0.5994,-0.5994,-0.8316
750,18,1400,24.0,2,12,5,51,16,0.0,-0.8885,-0.7906,-0.8316,0.0
390,12,1050,24.0,4,4,6,40,16,0.0,0.0,0.0,0.0,0.0
745,13,1980,1.0,2,12,5,52,16,0.0,-0.5255,-0.9955,0.0,0.0
900,10,1500,24.0,3,10,3,48,16,0.4588,-0.7506,-0.743,-0.8885,-0.5994
950,20,1400,24.0,2,10,4,48,338,0.0,-0.9117,0.0,0.0,0.0
845,15,2235,24.0,2,10,3,35,338,0.0,0.0,0.0,-0.9117,0.0
800,15,1800,24.0,3,6,7,44,274,0.0,-0.8126,0.0,0.0,0.0
690,11,1200,24.0,1,10,0,55,338,0.0,0.8591,0.0,0.4939,0.0
850,30,2500,24.0,2,11,2,40,16,0.0,-0.9246,-0.128,-0.9451,0.0
600,9,500,24.0,85435,8,0,44,286,0.0,-0.9669,0.0,-0.8316,0.0
790,16,1580,24.0,4,8,2,20,338,0.0,-0.8316,-0.9136,0.0,0.0
700,12,700,24.0,2,13,2,70,338,0.4588,-0.9657,-0.5994,-0.9136,-0.7003
750,15,900,24.0,2,11,7,51,286,0.0,-0.9643,0.0,0.0,-0.636
575,16,300,24.0,2,3,0,36,5,0.0,0.0,-0.5994,0.1531,0.0
895,28,1000,24.0,2,11,7,45,286,0.0,-0.9643,0.0,0.0,0.0
1245,0,1867,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
917,130,1375,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
945,94,1417,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
960,14,0,24.0,4,4,0,73,16,0.0,-0.9828,-0.5994,0.0,0.0
1320,144,1980,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1140,13,0,24.0,4,4,0,71,16,0.0,-0.9761,-0.5994,0.0,0.0
885,14,1500,24.0,3,13,5,131,16,0.4588,-0.9396,-0.7003,0.6239,0.7783
680,12,1120,24.0,3,3,4,40,286,0.0,0.9718,0.6486,0.9566,0.0
700,22,0,24.0,3,11,0,60,338,0.0,0.0772,0.0,0.0,0.0
700,17,1000,24.0,3,2,3,72,338,0.0,0.8885,0.4404,0.9823,0.1779
1100,20,1750,24.0,82057,11,3,53,338,0.0,-0.9618,0.0,0.0,0.0
800,20,1600,24.0,4,10,0,67,16,0.0,-0.6808,-0.8316,-0.8316,-0.5994
800,20,1600,24.0,4,10,0,40,16,0.0,-0.6808,-0.8316,-0.8316,-0.5994
830,20,1500,24.0,2,10,7,32,245,0.0,0.9962,0.9578,0.9978,0.9873
420,12,0,24.0,2,3,2,19,286,0.0,0.0,0.0,0.0,0.0
690,19,1200,24.0,4,11,0,125,245,0.0,-0.8439,-0.8316,-0.8885,0.8716
700,16,700,24.0,1,3,3,50,16,0.0,-0.5994,0.0,0.0,0.0
700,16,700,24.0,1,14,3,55,245,0.0,-0.5994,0.0,0.0,0.0
680,10,0,24.0,3,9,0,36,338,0.0,-0.9761,-0.8316,0.4019,0.0
475,10,1050,24.0,3,11,5,121,338,0.0,-0.9451,-0.9485,0.3182,0.0
750,13,500,24.0,2,10,6,21,338,0.4588,0.9168,0.1513,0.8689,0.0
290,19,550,24.0,3,12,0,38,245,0.0,-0.636,0.0,-0.636,0.0
290,19,550,24.0,3,11,0,19,245,0.0,-0.7644,0.0,0.0,0.0
815,16,1460,1.0,2,11,6,63,16,0.4588,-0.9661,-0.9485,-0.8672,-0.8979
855,20,1540,1.0,2,11,6,50,16,0.4588,-0.9661,-0.9485,-0.8672,-0.8979
600,10,1000,24.0,2,9,5,22,16,0.0,0.0,0.0,0.0,0.0
930,17,0,24.0,3,4,0,59,16,0.0,-0.9761,-0.5994,0.0,0.0
1245,90,1867,168.0,2,3,0,27,16,0.0,-0.8316,0.0,0.0,-0.9545
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1088,68,1632,168.0,3,3,0,27,16,0.0,-0.8316,0.0,0.0,-0.9545
918,148,1377,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
831,25,1980,24.0,2,11,6,24,16,0.0,-0.9823,-0.5994,0.0,-0.5994
630,10,1470,24.0,1,4,4,43,286,0.0,0.6705,0.0,0.0,0.0
800,10,800,24.0,2,9,3,18,338,0.0,-0.5994,-0.5994,0.0,0.0
500,15,0,24.0,3,13,3,31,5,0.0,-0.7088,0.0,0.0,0.0
650,12,500,24.0,82008,4,5,84,16,0.0,-0.9476,0.0,0.0,0.0
750,26,750,24.0,85540,10,6,77,338,0.0,-0.9928,0.0,0.0,0.0
620,15,1500,24.0,4,8,4,45,338,0.4588,-0.8316,-0.5994,0.0,0.0
715,12,1300,1.0,2,3,5,26,338,0.0,0.7215,0.0,0.0,0.0
850,64,0,24.0,3,10,2,59,5,0.0,0.8832,0.1027,0.0,0.0
600,13,0,24.0,2,6,0,28,338,0.0,0.0,0.0,-0.957,0.0
495,16,1000,24.0,3,8,0,46,338,0.0,-0.5994,0.2732,-0.8316,-0.8591
750,16,1000,24.0,4,14,0,39,338,0.0,-0.9112,-0.7845,0.0,0.0
840,29,2000,24.0,2,10,4,38,274,0.0,-0.855,0.0,0.0,0.0
665,13,1570,24.0,2,6,3,28,286,0.0,-0.5423,-0.5994,-0.2263,-0.7003
655,18,1250,24.0,4,10,0,41,286,0.0,-0.8591,-0.5994,-0.5242,-0.2942
430,13,2000,24.0,2,10,4,31,274,0.0,-0.8439,0.0,0.0,0.0
850,20,1500,24.0,3,10,3,29,286,0.0,0.0,-0.5994,0.0,0.0
450,15,0,24.0,2,4,4,40,5,0.0,-0.5423,0.0,0.0,-0.7568
640,11,0,24.0,0,0,0,53,16,0.0,-0.9287,0.0,0.0,0.0
950,30,950,24.0,2,9,0,52,16,0.4588,-0.9522,0.0,0.0,0.0
1050,16,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1095,0,1500,168.0,2,3,0,33,16,0.0,0.0,0.0,0.0,0.0
1160,103,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
920,145,1380,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
896,95,1344,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
990,15,0,24.0,2,4,0,95,16,0.0,-0.9661,-0.8439,0.0,0.0
850,10,0,24.0,2,5,7,66,325,0.4588,0.3384,0.0,-0.1943,0.0
790,33,1200,24.0,2,10,3,92,338,0.0,-0.9623,-0.6486,-0.9403,0.4588
400,25,800,24.0,2,12,0,16,338,0.0,-0.5994,0.0,0.0,0.0
890,15,1900,24.0,3,12,5,55,338,0.0,-0.5994,-0.7579,-0.7269,-0.7579
450,11,400,24.0,2,8,3,59,338,0.0,0.7326,0.4019,0.7096,0.0
550,17,800,24.0,2,4,3,33,16,0.0,-0.8316,0.0,0.0,0.0
810,13,0,24.0,3,10,5,125,16,0.0,0.0,0.0,0.0,0.0
900,12,1000,24.0,3,11,0,40,338,0.0,0.91,0.4404,0.872,0.7579
1,12,0,24.0,4,12,0,43,16,0.4588,-0.0772,0.0,0.6249,-0.3818
790,18,1000,24.0,4,0,0,65,16,0.0,-0.8126,0.0,0.0,0.0
650,16,1300,24.0,2,13,4,34,16,0.0,0.0,0.0,0.0,0.0
650,13,650,24.0,3,11,3,32,338,0.0,0.9403,-0.5423,0.9367,0.8589
940,16,1500,24.0,4,7,0,29,16,0.4588,0.9483,-0.8519,-0.8316,-0.7539
1890,40,2000,24.0,3,12,6,75,338,0.4588,-0.9926,-0.9485,-0.9412,-0.6688
530,10,900,24.0,2,12,0,25,338,0.0,-0.9674,-0.5994,-0.8934,-0.5994
875,15,2000,24.0,4,9,5,57,338,0.0,-0.6808,-0.8316,0.0,0.0
500,14,1180,24.0,2,8,0,54,338,0.0,-0.3818,-0.5994,-0.5994,0.0
800,14,500,24.0,2,8,6,34,286,0.0,-0.9062,-0.8316,-0.5994,0.2023
1220,108,1830,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1270,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1200,80,1800,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
960,14,0,24.0,4,4,0,73,16,0.0,-0.9828,-0.5994,0.0,0.0
665,20,1200,24.0,1,11,0,41,338,0.0,-0.9569,0.0,0.0,0.0
750,20,1750,24.0,2,7,0,70,286,0.0,-0.6652,0.0,0.0,0.0
850,12,2000,24.0,4,11,2,28,16,0.0,0.991,0.5423,0.0,0.0
850,11,1800,24.0,2,5,8,21,16,0.0,0.0,-0.6808,0.0,0.0
620,14,500,24.0,2,6,4,39,338,0.0,-0.7712,0.0,0.0,0.0
680,14,1500,24.0,1,10,0,43,16,0.0,-0.9451,-0.8519,-0.5994,0.0
650,11,1300,24.0,1,11,7,137,16,0.4588,-0.636,-0.5994,-0.9136,-0.6688
800,13,1700,24.0,4,3,4,33,338,0.0,-0.9595,0.0,0.8578,-0.5994
625,13,1250,24.0,2,7,3,53,338,0.0,-0.8316,0.0,0.0,0.0
600,20,700,24.0,3,9,0,55,338,0.0,0.9758,0.0,0.0,0.0
690,15,1770,24.0,2,6,3,35,286,0.0,-0.9643,-0.5994,0.0,0.0
730,14,1000,24.0,82067,12,3,54,286,0.0,0.126,0.0,0.0,0.0
850,14,1700,24.0,2,11,0,89,16,0.0,-0.9485,-0.8316,0.0,0.0
830,17,730,24.0,4,12,3,107,325,0.0,-0.9747,-0.9136,-0.9382,0.0
650,18,650,24.0,82024,12,0,32,286,0.0,0.0,-0.9136,-0.5994,0.0
1000,23,0,24.0,3,5,4,21,286,0.0,0.0,0.0,0.0,0.0
1200,15,2500,24.0,4,3,3,22,16,0.0,0.5719,0.0,0.0,0.0
1150,23,0,24.0,4,2,3,46,286,0.0,-0.5106,0.0,0.0,0.1027
900,10,0,192.0,2,4,0,58,16,0.0,-0.9864,-0.5994,0.0,0.0
975,68,1462,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1245,0,1867,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1050,16,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1347,140,1000,168.0,4,4,0,50,16,0.0,0.0,0.0,0.0,-0.9783
850,17,1500,24.0,3,6,0,48,338,0.0,-0.9509,-0.9136,0.0,0.0
650,18,650,24.0,2,13,0,93,5,0.0,-0.9451,-0.5994,0.0,0.0
710,20,1200,24.0,2,3,0,22,338,0.0,-0.9578,-0.8316,0.0,0.0
670,14,2000,24.0,2,3,3,20,338,0.0,-0.5994,-0.8316,0.0,0.0
990,22,1980,24.0,4,9,5,53,338,0.0,-0.636,-0.8748,-0.2942,0.4199
900,18,2000,24.0,4,11,0,74,286,0.0,-0.9286,0.0,0.0,0.0
980,16,0,24.0,2,9,0,50,16,0.0,-0.8591,-0.9184,-0.5994,-0.836
1350,15,2500,24.0,2,10,3,39,338,0.0,-0.9485,0.0,0.0,0.0
875,11,1500,24.0,2,1,3,19,16,0.0,0.0,0.0,0.0,0.0
966,15,2250,24.0,4,4,2,42,338,0.0,0.9759,0.0,0.0,0.0
560,12,1200,24.0,2,5,3,55,338,0.0,0.0,0.0,0.0,0.0
695,14,1950,24.0,2,6,3,96,338,0.0,-0.9864,0.0,0.0,0.0
840,16,2000,24.0,3,3,4,43,16,0.0,0.0,-0.8316,0.0,-0.5994
800,15,400,24.0,2,10,0,20,338,0.0,0.0,-0.9864,-0.5994,-0.5994
867,17,1494,24.0,4,12,2,61,16,0.4588,-0.9485,0.7501,0.7479,-0.886
650,12,1300,24.0,4,7,6,239,286,0.0,-0.636,0.0,-0.855,-0.636
850,18,0,24.0,2,7,3,62,16,0.0,-0.8591,-0.8316,-0.5994,-0.5994
485,12,1250,24.0,4,7,3,25,338,0.0,-0.9893,0.0,0.0,0.0
800,10,200,24.0,3,10,4,28,16,0.0,-0.9184,-0.5994,-0.636,0.0
1200,80,1800,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1026,68,1539,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1020,12,0,144.0,2,4,0,109,16,0.0,-0.9823,-0.5994,0.0,0.0
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1220,106,1830,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
990,20,0,24.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
560,12,1200,24.0,4,6,3,54,338,0.0,-0.9785,-0.9661,0.8172,0.0
1000,25,0,24.0,2,8,3,46,16,0.0,-0.8126,0.0,0.0,0.0
900,18,1500,24.0,4,9,4,32,286,0.4588,0.9655,0.6808,0.9972,0.0
690,10,0,24.0,2,9,4,38,245,0.0,-0.9769,-0.8316,-0.8316,0.0
1050,14,2800,24.0,2,10,3,42,16,0.0,-0.7263,-0.9508,0.0,-0.9705
550,11,1125,24.0,4,11,0,46,16,0.0,-0.807,-0.9413,-0.2263,-0.8316
600,14,600,24.0,3,9,3,36,16,0.0,-0.8658,-0.8316,0.6369,0.0
1250,35,1500,24.0,2,9,3,52,338,0.0,0.0,-0.5994,-0.765,0.0
669,14,1000,24.0,2,1,0,52,5,0.0,0.5922,0.4215,0.1779,0.0
650,13,500,24.0,2,12,3,60,16,0.0,-0.128,0.0,0.0,0.0
835,18,1000,24.0,4,10,5,57,245,0.0,-0.9136,-0.9201,0.0,-0.5994
470,8,0,24.0,2,5,0,53,286,0.0,-0.9117,-0.8439,-0.8439,-0.636
850,15,1125,24.0,3,9,4,46,286,0.0,-0.5848,-0.636,0.5526,0.0
623,12,1200,24.0,2,10,0,39,338,0.0,-0.8647,0.0,0.0,0.0
480,14,480,24.0,2,11,0,50,5,0.0,-0.9117,-0.9136,0.0,0.0
297,12,250,24.0,4,4,4,53,286,0.0,0.0,0.0,0.9954,0.6476
825,16,800,24.0,4,12,3,33,338,0.0,0.0,0.0,0.0,0.0
780,15,0,24.0,4,7,0,44,16,0.0,-0.9136,-0.8934,-0.2263,-0.784
503,17,500,24.0,3,6,0,30,16,0.0,-0.9538,-0.9136,0.0,0.0
918,148,1377,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1050,16,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1035,70,1552,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
870,20,0,24.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1020,87,1530,168.0,4,3,0,27,16,0.0,-0.8439,0.0,0.0,-0.9545
922,68,1383,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
850,25,850,24.0,4,1,0,13,16,0.0,0.4588,0.0,0.0,0.0
650,15,1000,24.0,4,12,7,106,5,0.0,-0.9771,0.0,0.0,0.0
690,10,1500,24.0,2,6,5,36,338,0.0,-0.8316,-0.7003,0.4588,0.4588
770,9,2000,24.0,4,9,5,49,16,0.0,-0.9912,-0.9485,-0.9643,-0.9485
850,15,2000,24.0,4,11,0,54,16,0.0,-0.9859,-0.9485,-0.9451,-0.9485
620,12,1240,24.0,2,11,5,49,286,0.0,-0.34,-0.9136,0.0,0.0
770,16,1540,24.0,4,12,5,97,338,0.0,-0.7906,-0.9861,0.0,0.0
950,18,2850,24.0,2,9,3,58,286,0.0,-0.9451,0.0,0.0,0.0
800,18,1000,24.0,3,10,0,51,16,0.4588,0.8126,0.2732,0.6749,-0.1984
850,20,1000,24.0,3,11,0,77,16,0.4588,0.9669,0.2732,0.6948,0.4199
440,12,620,24.0,4,8,3,36,286,0.0,-0.5215,0.6166,0.5994,0.7241
500,14,400,24.0,3,5,2,21,338,0.0,-0.34,0.0,0.0,0.0
335,12,900,24.0,4,3,4,84,245,0.0,-0.9565,-0.5994,0.0,0.0
800,23,1950,24.0,4,7,0,62,338,0.4588,-0.8591,-0.9485,-0.8126,-0.975
766,15,1350,24.0,2,10,3,45,16,0.4588,-0.743,-0.9633,0.9683,-0.1027
600,12,1200,24.0,85640,11,3,63,338,0.0,0.0,0.0,0.0,0.0
840,20,1680,24.0,2,12,6,248,338,0.4588,-0.4284,-0.9348,-0.9636,-0.4678
795,11,2000,24.0,3,8,2,21,338,0.0,0.946,0.8779,0.9922,0.4019
1050,15,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1160,103,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1064,92,1596,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1095,92,1642,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
770,87,1155,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1020,13,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
940,16,1800,24.0,1,12,2,82,5,0.0,0.7003,0.6124,0.9674,0.9872
850,14,1500,24.0,1,12,2,82,16,0.0,0.1531,0.6124,0.9674,0.9872
800,13,0,24.0,2,7,0,51,338,0.0,-0.2263,-0.9136,0.0,-0.5994
860,20,1000,24.0,4,10,0,132,325,0.0,-0.9891,-0.8316,-0.2244,-0.6808
540,14,950,24.0,1,12,2,62,16,0.0,-0.9558,0.0,0.0,0.0
915,14,1780,24.0,2,10,0,38,16,0.4588,-0.5994,0.0,0.0,0.0
500,12,500,24.0,4,7,3,28,286,0.0,-0.6486,0.0,0.0,0.0
950,25,300,24.0,2,5,2,57,16,0.0,0.9246,0.7184,0.7579,0.0
688,16,0,24.0,2,10,0,92,16,0.0,-0.6704,-0.2263,0.8834,0.8953
250,12,0,24.0,2,9,3,71,338,0.0,0.4404,-0.5106,0.8834,0.0
950,22,2235,24.0,4,8,0,33,338,0.0,-0.9136,-0.5994,-0.8316,-0.9656
696,16,1650,24.0,2,11,5,64,338,0.0,0.5117,-0.5994,0.3802,0.0
1000,25,0,24.0,4,6,5,40,16,0.0,0.9513,0.0,0.0,0.0
520,13,520,24.0,3,3,3,134,286,0.0,-0.9656,0.0,0.0,0.0
756,16,1650,24.0,4,1,3,64,338,0.0,-0.636,-0.8316,-0.5813,0.3382
795,22,2460,24.0,1,7,2,63,338,0.0,0.0,-0.5994,0.0,0.0
595,15,1450,24.0,4,8,0,14,338,0.0,-0.7339,-0.9823,-0.8924,0.0
750,38,650,24.0,82061,12,3,57,338,0.0,-0.4779,0.9287,0.6749,0.5267
600,18,1200,24.0,2,12,4,64,338,0.0,-0.9594,0.0,-0.9078,0.2942
1220,80,1830,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1005,78,1507,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
955,120,1432,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1170,17,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1170,22,0,24.0,2,4,0,68,16,0.0,-0.9769,-0.5994,0.0,0.0
1170,108,1755,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
350,30,500,24.0,4,2,5,36,338,0.4588,0.9184,0.0,0.0,0.0
740,22,1060,24.0,2,12,0,54,338,0.0,-0.9674,0.5267,0.0,0.0
850,10,1500,24.0,3,3,4,24,338,0.4588,-0.5994,-0.8316,-0.5994,-0.9508
450,16,0,24.0,4,7,6,61,338,0.0,0.5267,0.0,0.0,0.0
720,15,0,24.0,4,1,3,42,16,0.0,-0.7891,0.0,0.0,0.0
700,15,1370,24.0,4,6,3,25,338,0.0,0.0,0.0,0.0,0.0
700,18,1400,24.0,3,10,3,46,286,0.0,0.555,0.0,-0.6688,0.2263
750,12,1300,24.0,3,8,2,29,338,0.4588,0.0,0.0,0.0,0.0
750,20,1500,24.0,2,12,4,97,286,0.4588,-0.9874,-0.8442,0.0,0.0
950,20,2000,24.0,3,5,3,24,338,0.4588,0.8137,0.978,0.9712,0.7964
800,15,2100,24.0,3,10,4,54,338,0.0,-0.8316,0.0,0.0,-0.5994
480,15,500,24.0,4,5,2,34,16,0.0,-0.5994,-0.8316,0.2263,0.776
500,15,0,24.0,4,3,5,36,338,0.4588,-0.9287,-0.5994,0.0,0.0
986,16,0,24.0,2,8,0,22,325,0.0,-0.6283,0.0,0.0,0.0
775,8,0,24.0,2,7,0,32,325,0.0,0.5897,0.0,0.0,0.0
600,10,600,24.0,2,11,2,67,5,0.0,-0.5994,-0.9217,-0.9783,-0.636
750,15,1700,24.0,4,6,3,46,338,0.0,0.4019,0.9246,0.9938,0.0
705,21,1500,24.0,4,9,0,39,16,0.0,0.4588,-0.9136,0.0,0.4588
480,21,300,24.0,4,11,0,54,338,0.0,0.3182,0.0,0.0,0.0
1050,89,1575,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1064,101,1596,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1050,16,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1020,13,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1200,80,1800,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1231,124,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
500,12,0,24.0,3,12,3,63,16,0.0,-0.9485,-0.5994,0.0,-0.6597
900,15,500,24.0,3,9,0,71,16,0.4588,0.9956,0.4767,0.8473,0.8126
750,24,850,24.0,4,11,7,73,286,0.0,-0.816,0.0,-0.636,-0.296
950,19,1900,24.0,3,5,6,90,338,0.0,-0.975,0.0,-0.9485,0.0
700,20,1200,24.0,3,9,7,15,286,0.0,0.1779,0.0,0.0,0.0
714,25,1155,24.0,4,12,0,73,5,0.0,-0.8591,-0.9136,-0.9912,-0.9769
630,8,0,24.0,2,10,0,59,5,0.0,0.0,0.0,0.0,0.0
550,21,275,24.0,3,9,3,62,286,0.0,0.0,-0.5994,-0.9661,-0.9136
500,20,500,24.0,4,11,0,43,338,0.4588,-0.9451,0.0,0.0,0.0
850,20,800,24.0,4,8,2,78,5,0.0,-0.0772,0.0,0.0,0.0
660,20,1300,24.0,2,8,5,36,338,0.0,-0.8834,-0.8658,-0.5994,-0.7059
650,20,0,24.0,2,1,0,38,245,0.0,-0.9821,0.0,0.0,0.0
590,10,500,24.0,2,12,3,16,338,0.0,-0.636,0.0,0.0,0.0
720,11,1080,24.0,2,10,0,80,338,0.0,0.784,0.128,0.9775,0.0
972,31,999,24.0,3,12,0,66,338,0.4588,-0.8316,-0.8316,-0.9661,0.0
740,15,1000,24.0,4,4,0,26,338,0.4588,0.9851,0.0,0.0,0.0
800,12,1000,24.0,2,3,0,58,338,0.0,0.8126,0.0,0.0,0.0
650,20,1350,24.0,2,13,0,136,274,0.0,-0.5423,0.0,0.0,0.0
850,20,1700,24.0,4,9,3,24,326,0.0,-0.8885,-0.8316,0.0,-0.8316
1091,77,1636,168.0,3,3,0,27,16,0.0,-0.8316,0.0,0.0,-0.9545
1080,11,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1231,95,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
