Size,PriceTotal,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Titel_length,analysis_det,analysis_desr,analysis_desl,analysis_deso
15,730,0,24.0,1,9,2,25,0.4588,-0.8316,0.6597,0.0
15,650,700,24.0,3,9,0,37,0.0,-0.9136,-0.8316,0.0
10,530,1000,24.0,1,8,3,27,0.0,-0.5994,-0.2263,-0.8658
11,1080,0,192.0,2,4,0,71,0.0,-0.9661,0.0,0.0
82,920,1380,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
14,1050,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
92,1120,1680,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
101,1095,1642,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
177,1010,1515,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
16,800,1500,24.0,4,10,2,39,0.0,-0.6908,-0.9136,0.9493
20,950,1500,24.0,4,10,0,40,0.0,0.7089,0.0,0.3818
15,698,1260,24.0,4,11,0,90,0.0,-0.9136,-0.9904,-0.9656
20,950,950,24.0,4,9,0,39,0.0,-0.8439,0.0,0.0
14,619,1000,24.0,2,11,0,39,0.0,-0.8316,0.0,0.0
16,750,1300,24.0,2,12,5,44,0.0,-0.8316,0.0,0.0
17,810,1770,120.0,82152,9,0,43,0.0,-0.8316,0.0,-0.5994
15,870,1740,120.0,2,12,4,157,0.4588,0.4588,0.0,-0.2263
26,850,1000,120.0,2,9,4,20,0.4588,0.0,0.0,0.0
27,1100,2200,120.0,2,13,4,145,0.4588,0.6486,0.8957,0.0
22,800,1500,120.0,3,8,4,39,0.0,-0.5994,0.0,0.0
16,940,2000,120.0,4,11,2,19,0.4588,-0.9062,-0.9001,0.0
15,650,0,120.0,1,11,6,62,0.0,-0.5423,0.0,0.0
18,850,1600,120.0,3,8,4,87,0.0,-0.9643,-0.5994,-0.636
12,797,2166,120.0,2,10,6,56,0.0,-0.9862,-0.3954,0.0
13,550,1000,120.0,4,1,0,52,0.0,0.34,0.296,0.4767
12,530,1060,120.0,3,11,3,28,0.0,-0.5994,0.4019,0.9717
10,300,500,120.0,2,10,2,35,0.0,0.0,-0.7003,-0.8316
41,1150,2000,120.0,4,13,4,28,0.0,-0.8316,-0.7269,-0.8316
66,955,1432,168.0,2,3,0,27,0.0,-0.9136,0.0,-0.9545
235,1125,1000,168.0,4,4,0,63,0.0,0.0,0.0,-0.9783
70,1035,1552,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
17,930,0,24.0,3,4,0,59,0.0,-0.9761,0.0,0.0
0,1150,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
17,1170,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
16,830,1400,120.0,4,7,0,32,0.0,-0.8126,0.0,0.0
12,750,750,120.0,82049,12,0,93,0.0,-0.9808,-0.5994,-0.5994
12,480,960,120.0,2,13,0,56,0.0,-0.4588,-0.4753,-0.34
13,550,0,120.0,3,4,6,54,0.0,-0.296,-0.8658,-0.9136
15,650,600,120.0,4,4,4,47,0.0,-0.0202,0.807,0.5106
17,500,50,120.0,86577,12,0,49,0.0,-0.9136,-0.9485,-0.9661
10,680,750,120.0,1,8,0,34,0.4588,-0.5994,0.0,0.0
12,860,950,120.0,4,3,6,35,0.0,0.0,0.0,0.0
7,650,500,120.0,2,9,3,56,0.0,0.9818,0.0,0.0
17,800,1000,120.0,2,8,0,33,0.0,0.4225,0.0,0.0
16,550,350,120.0,2,8,0,45,0.0,-0.204,0.0,0.0
18,605,300,144.0,2,9,3,41,0.4588,0.9231,0.9021,-0.296
17,700,700,144.0,4,12,5,77,0.0,-0.9821,0.0,0.0
10,725,2000,144.0,2,9,3,45,0.0,0.8971,0.9468,0.7269
11,740,740,144.0,2,3,4,26,0.0,0.0,0.0,0.0
20,800,1300,144.0,3,9,4,55,0.0,-0.9872,-0.8316,0.0
20,690,1500,144.0,2,9,6,68,0.0,-0.5994,-0.5994,0.0
18,700,0,144.0,3,7,2,70,0.0,-0.9868,-0.9136,0.0
17,675,1725,144.0,2,7,3,50,0.0,-0.9477,-0.5994,-0.5994
12,490,1200,144.0,2,8,6,54,0.0,-0.5994,-0.636,0.0
18,870,0,24.0,2,4,0,70,0.0,-0.9761,0.0,0.0
87,1020,1530,168.0,4,3,0,27,0.0,-0.8439,0.0,-0.9545
12,1080,0,192.0,2,4,0,89,0.0,-0.9823,0.0,0.0
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
94,945,1417,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
15,900,0,144.0,4,3,0,51,0.0,-0.5994,0.0,-0.4588
24,550,0,144.0,3,8,2,49,0.0,-0.9824,0.0,0.0
12,840,1500,144.0,2,9,5,43,0.0,-0.7579,0.8109,-0.8934
19,400,400,144.0,2,2,0,83,0.0,0.368,0.0,0.0
16,1000,1900,144.0,3,7,2,41,0.4588,-0.9538,-0.5994,0.0
14,790,200,144.0,3,11,0,21,0.0,-0.9136,-0.9136,-0.4588
8,590,1000,144.0,2,8,0,32,0.0,0.554,0.5574,0.8356
11,510,0,144.0,2,9,3,28,0.0,0.4588,-0.9081,-0.4082
11,630,0,144.0,3,9,0,39,0.0,0.0,0.0,0.0
14,600,0,144.0,4,13,0,41,0.0,-0.5423,0.0,0.0
13,750,500,144.0,2,7,5,44,0.4588,0.6989,0.8617,0.0
11,750,750,144.0,2,4,0,65,0.0,0.8552,0.0,0.0
10,670,2010,144.0,3,4,0,51,0.4588,0.0,0.0,0.0
18,850,1000,144.0,3,6,0,32,0.0,-0.8316,0.0,0.0
20,610,0,144.0,2,8,3,28,0.0,0.0,0.0,0.0
10,600,1500,144.0,1,10,2,16,0.4588,0.0,0.0,-0.5994
15,669,1600,144.0,2,10,0,38,0.0,-0.6124,-0.5994,0.0
20,680,1200,144.0,3,12,7,50,0.0,-0.5813,0.0,0.0
89,1050,1575,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
12,720,0,1.0,4,4,0,62,0.0,-0.9761,0.0,0.0
113,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
81,1041,1561,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
11,930,0,168.0,2,4,0,62,0.0,-0.9761,0.0,0.0
177,1010,1515,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
10,600,1000,144.0,4,7,2,30,0.0,0.4939,0.0,0.0
14,1350,2400,144.0,2,13,10,134,0.0,-0.9758,-0.9062,-0.5994
8,420,0,144.0,2,7,3,67,0.0,0.5707,0.0,0.0
12,650,0,144.0,2,9,3,22,0.0,-0.9558,0.0,0.0
15,20,50,168.0,4,1,0,46,0.0,0.875,0.0,0.4588
13,753,1400,168.0,3,11,0,33,0.0,-0.9595,-0.8316,0.0
16,1060,1590,168.0,2,12,5,66,0.0,-0.9816,-0.5994,0.0
12,600,0,168.0,3,8,0,45,0.4588,-0.8316,-0.5994,-0.5994
30,850,1000,168.0,1,9,2,59,0.0,-0.5423,0.0,0.0
11,700,2100,168.0,1,13,2,47,0.0,0.0,-0.8126,0.0
15,780,1000,168.0,2,14,2,63,0.0,0.0,0.0,0.0
18,780,0,168.0,2,1,0,64,0.0,-0.4469,0.0,0.0
13,835,2505,168.0,2,5,4,26,0.4588,-0.9888,0.0,0.0
12,650,1740,168.0,2,7,4,28,0.0,-0.836,-0.5994,0.0
14,570,1710,168.0,1,9,6,83,0.0,-0.9287,0.0,0.0
12,950,2250,168.0,4,6,5,49,0.0,-0.5423,-0.3818,0.3182
20,950,1500,168.0,3,9,5,40,0.0,0.0,0.0,-0.5994
13,567,300,168.0,3,11,0,37,0.4588,-0.9674,-0.9775,-0.944
15,850,2550,168.0,4,8,3,39,0.0,0.0,0.7906,-0.8126
92,1120,1680,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
14,930,0,168.0,2,4,0,70,0.0,-0.9761,0.0,0.0
78,1005,1507,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
17,1170,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
80,1200,1800,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
20,1013,2000,168.0,4,11,0,78,0.0,-0.5118,0.9042,0.9001
15,750,670,168.0,3,9,4,46,0.0,-0.8316,-0.5994,-0.5994
25,450,0,168.0,3,11,0,32,0.0,0.9974,0.0,0.0
26,910,1000,168.0,4,9,8,83,0.4588,0.9955,0.0,0.0
8,555,1350,168.0,2,5,3,47,0.4588,0.3384,0.9683,-0.1027
14,650,600,168.0,2,13,4,20,0.0,-0.8316,-0.5994,0.0
50,1000,2200,168.0,2,9,0,47,0.0,-0.9833,-0.8316,-0.636
15,630,1300,168.0,2,6,0,40,0.0,-0.9796,0.0,0.0
23,700,1000,168.0,4,12,5,28,0.0,-0.2023,0.0,0.0
14,550,550,168.0,2,8,5,81,0.0,0.5348,0.0,0.0
22,1100,2200,168.0,4,5,6,37,0.0,-0.851,0.0,0.0
14,573,480,168.0,2,9,4,32,0.0,-0.9656,0.0,0.0
14,800,0,168.0,2,10,4,41,0.4588,-0.5423,-0.2263,-0.5994
15,500,1000,168.0,2,6,2,21,0.4588,0.6731,0.8901,0.5994
17,1250,500,168.0,4,9,3,38,0.0,0.2023,0.0,0.0
8,400,400,168.0,2,7,4,62,0.0,0.0,-0.5994,0.0
20,650,1300,168.0,2,11,3,90,0.0,-0.9681,0.0,0.0
20,800,2400,168.0,4,11,4,37,0.4588,-0.8932,0.0,0.0
25,840,1500,168.0,2,12,0,87,0.0,0.0,0.0,0.0
60,1000,1000,168.0,3,6,0,39,0.0,-0.5994,-0.4215,0.0
15,1050,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
95,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
66,955,1432,168.0,2,3,0,27,0.0,-0.9136,0.0,-0.9545
83,965,1447,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
120,955,1432,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
14,1050,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
13,150,100,168.0,2,9,3,40,0.0,0.0,0.0,0.0
23,650,600,168.0,2,9,0,85,0.4588,-0.936,0.4588,0.4588
13,850,850,168.0,4,4,2,71,0.0,-0.8316,0.0,0.0
15,1050,1500,168.0,4,10,6,28,0.4588,0.9761,0.9529,0.0
23,790,1580,168.0,2,11,3,44,0.0,0.4404,-0.0258,0.8856
17,690,1000,168.0,4,12,4,32,0.0,-0.8395,-0.8802,-0.8439
16,49,200,168.0,4,12,4,52,0.0,-0.9476,-0.9299,-0.8439
20,775,1400,168.0,1,7,4,61,0.0,0.296,0.0,0.0
25,1000,1700,168.0,3,5,5,28,0.4588,0.0,-0.296,-0.9313
16,904,1500,168.0,2,9,0,42,0.0,-0.969,-0.8883,0.0
8,530,800,168.0,2,8,2,28,0.0,0.0,0.0,0.0
22,800,1500,168.0,4,11,0,67,0.4588,0.9724,0.0,0.0
16,860,2580,168.0,2,10,3,36,0.0,0.0,0.0,0.3182
16,910,2730,168.0,2,10,4,25,0.0,0.0,0.0,0.3182
13,790,2220,168.0,4,9,5,38,0.0,-0.855,-0.9392,-0.9136
13,550,1400,168.0,2,10,8,16,0.0,-0.9184,0.3182,0.2732
18,790,1580,168.0,4,8,0,30,0.0,-0.4854,0.9925,0.0
21,800,1500,168.0,2,9,5,38,0.0,0.0,-0.5994,0.0
15,400,200,192.0,2,2,4,45,0.0,-0.9686,0.0,0.0
40,650,0,192.0,3,7,3,62,0.0,0.9575,0.9944,0.9785
108,1220,1830,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
0,1121,1681,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
68,922,1383,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
17,1170,0,192.0,3,4,0,83,0.0,-0.9761,0.0,0.0
14,960,0,24.0,4,4,0,73,0.0,-0.9828,0.0,0.0
17,690,1500,192.0,2,7,3,32,0.0,-0.8176,-0.5994,0.555
10,690,900,192.0,3,11,2,31,0.0,-0.9062,0.0,0.0
17,755,0,192.0,2,5,4,24,0.0,-0.8126,-0.8316,-0.636
20,830,1000,192.0,2,7,4,39,0.4588,0.9331,0.7794,0.4404
8,605,800,192.0,2,10,0,74,0.0,-0.743,0.0,0.0
8,45,400,192.0,2,11,0,65,0.0,0.0,0.0,0.0
14,805,800,192.0,2,10,0,50,0.0,-0.128,0.0,0.0
14,805,800,192.0,2,9,0,42,0.0,-0.6124,0.0,0.0
8,705,800,192.0,2,11,0,88,0.0,-0.6808,0.0,0.0
14,700,1950,192.0,2,9,2,27,0.0,-0.9136,-0.1779,-0.5994
8,680,900,192.0,3,12,2,60,0.0,-0.9712,0.0,0.0
15,700,700,192.0,3,9,5,60,0.0,-0.7184,0.0,0.4019
20,500,500,192.0,1,9,0,30,0.0,0.0,0.0,0.0
15,824,1800,192.0,2,8,3,30,0.4588,-0.7263,-0.636,0.6514
15,927,2550,192.0,2,5,5,23,0.0,-0.9859,0.0,0.0
25,850,850,192.0,4,1,3,13,0.0,-0.4215,0.0,0.0
14,1020,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
15,1200,0,24.0,2,4,0,68,0.0,-0.9823,0.0,0.0
27,925,1500,168.0,3,4,0,59,0.0,0.0,0.0,0.0
87,1020,1530,168.0,4,3,0,27,0.0,-0.8439,0.0,-0.9545
89,1041,1561,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
15,700,1800,192.0,2,7,0,22,0.0,0.34,0.9413,-0.1154
17,728,800,192.0,2,10,2,23,0.4588,0.9169,0.8106,0.9968
23,760,1380,192.0,85640,9,5,102,0.0,-0.9485,0.4939,-0.765
21,750,750,192.0,2,11,0,38,0.0,0.0,-0.8316,-0.5994
17,560,1000,192.0,4,11,3,87,0.0,-0.9661,0.0,-0.5994
25,625,1000,192.0,2,4,6,47,0.0,0.34,0.0,0.0
17,750,1420,192.0,3,7,5,31,0.0,-0.9136,0.0,0.0
24,375,375,192.0,1,5,3,29,0.4588,0.9214,0.0,0.0
20,1000,1000,192.0,3,7,0,43,0.4588,-0.8591,0.0,0.0
14,750,1000,192.0,2,12,2,30,0.0,-0.7906,0.0,0.0
17,900,1500,192.0,4,8,5,25,0.0,-0.9413,0.0,0.0
20,200,60,192.0,4,8,0,23,0.0,0.0,0.7003,0.0
15,880,850,192.0,4,10,0,31,0.0,0.0,0.0,-0.5994
10,570,1000,192.0,1,8,3,15,0.0,-0.5994,-0.5994,0.5093
16,990,0,192.0,4,3,3,52,0.0,0.2263,0.0,0.0
18,790,1500,192.0,4,11,5,66,0.0,-0.6808,0.9925,-0.7906
16,786,1800,192.0,2,8,3,36,0.0,-0.9769,-0.8957,0.0
20,682,1425,192.0,3,6,2,106,0.4588,0.0,0.9371,0.0
20,285,300,192.0,4,10,0,94,0.0,-0.991,0.0,0.0
20,800,600,192.0,2,4,3,58,0.0,-0.6808,0.0,0.0
89,1050,1575,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
124,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
12,930,0,192.0,2,4,0,70,0.0,-0.9661,0.0,0.0
93,1245,1867,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
95,896,1344,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
13,960,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
10,510,960,192.0,4,2,4,47,0.0,-0.9643,0.0,0.0
14,685,1000,192.0,4,10,2,22,0.0,-0.9476,0.0,0.0
30,900,600,192.0,2,9,0,51,0.0,0.0,0.0,0.0
20,1200,0,192.0,4,1,0,28,0.0,0.0,0.0,0.0
15,700,1200,192.0,1,11,2,38,0.0,-0.8439,0.0,0.0
21,1049,200,216.0,3,4,0,125,0.0,0.7876,0.0,0.0
19,675,850,216.0,3,11,2,60,0.0,-0.9817,-0.8316,0.0
12,690,1300,216.0,3,11,6,63,0.0,-0.9485,0.4588,-0.6597
14,800,0,216.0,2,6,3,54,0.0,-0.636,0.0,0.0
24,704,1131,216.0,3,8,0,60,0.4588,-0.7003,-0.4588,-0.8168
7,750,250,216.0,3,4,0,50,0.0,0.0,-0.5994,0.3987
13,735,1600,216.0,4,6,0,42,0.0,-0.7044,-0.6688,0.0
9,700,1500,216.0,4,10,5,27,0.0,-0.6808,0.0,0.0
18,950,1800,216.0,4,10,6,61,0.0,-0.6808,-0.9136,-0.9136
30,750,0,216.0,2,11,2,39,0.0,-0.8516,0.0,0.0
20,650,500,216.0,3,11,4,79,0.0,-0.5423,-0.8316,-0.5994
15,450,800,216.0,2,12,0,54,0.4588,-0.6808,0.0,0.0
17,650,900,216.0,3,12,0,25,0.0,-0.128,-0.8316,0.0
16,355,250,216.0,2,10,3,52,0.0,-0.636,-0.8316,-0.7312
12,430,700,216.0,85540,11,3,29,0.0,-0.9062,0.0,0.0
85,890,1335,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
20,990,0,24.0,4,4,0,62,0.0,-0.9761,0.0,0.0
0,1121,1681,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
21,1200,0,144.0,2,5,0,118,0.0,-0.9508,0.0,0.0
27,925,1500,168.0,3,4,0,59,0.0,0.0,0.0,0.0
19,750,500,216.0,2,9,0,38,0.4588,0.9531,0.8979,0.7783
0,595,1000,216.0,1,8,2,30,0.0,0.5574,-0.0717,0.0
9,275,550,216.0,2,4,0,32,0.0,0.0,-0.2942,0.0
21,1050,0,216.0,2,6,3,23,0.0,-0.9334,0.0,0.0
15,620,0,216.0,4,6,3,58,0.4588,0.5719,0.128,0.0
30,1040,1200,216.0,2,11,5,43,0.0,-0.9451,-0.636,-0.636
15,945,2000,216.0,4,10,5,95,0.4588,0.4153,0.0996,0.7149
15,980,1000,216.0,4,6,5,30,0.4588,0.4576,0.0,0.0
22,850,1000,216.0,4,11,2,64,0.0,0.0,-0.5423,0.0
15,845,2000,216.0,2,12,0,132,0.0,-0.9582,-0.9157,0.9982
12,780,1200,216.0,3,8,3,33,0.0,0.0,0.0,-0.5994
15,780,1950,216.0,3,10,6,50,0.0,-0.9136,-0.8316,0.0
17,650,1860,216.0,82194,2,5,50,0.0,0.6514,0.0,0.0
10,800,1000,216.0,1,9,6,77,0.4588,-0.802,-0.5813,0.8936
10,640,1920,1.0,2,8,0,68,0.0,-0.9509,-0.5994,0.0
9,435,850,216.0,4,11,2,74,0.0,0.0,-0.5994,0.0
28,845,1700,216.0,4,11,2,98,0.0,-0.5423,0.0,0.0
18,130,200,216.0,2,13,0,47,0.0,0.0,0.0,0.0
31,1070,2137,216.0,4,9,0,43,0.0,-0.8439,-0.5994,0.75
13,900,0,192.0,2,4,0,70,0.0,-0.9761,0.0,0.0
87,1020,1530,168.0,4,3,0,27,0.0,-0.8439,0.0,-0.9545
145,920,1380,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
67,975,1462,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
92,1064,1596,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
12,1020,0,144.0,2,4,0,109,0.0,-0.9823,0.0,0.0
19,750,1300,216.0,2,11,6,49,0.0,-0.959,0.2023,0.0
20,1000,1000,216.0,3,7,0,55,0.4588,-0.8591,0.0,0.0
19,1007,2100,216.0,2,5,3,37,0.0,0.9578,0.0,0.0
8,390,990,216.0,4,5,0,31,0.0,-0.9761,-0.8316,-0.636
16,710,1130,216.0,3,6,3,19,0.0,-0.8268,-0.636,0.0
15,600,1800,240.0,2,3,5,24,0.0,0.0,0.0,0.0
13,487,1002,240.0,4,9,2,60,0.0,0.0,-0.8316,0.0
17,569,1218,240.0,4,8,4,60,0.0,0.0,-0.8316,0.0
21,850,1000,240.0,2,7,5,46,0.0,-0.9136,0.0,-0.8316
12,850,0,240.0,4,9,0,98,0.0,0.8123,0.9801,0.8122
15,810,1000,240.0,2,11,4,11,0.0,-0.5423,0.0,0.0
22,745,1000,240.0,4,8,0,90,0.4588,-0.9136,-0.8126,0.0
15,700,0,240.0,1,5,3,49,0.0,-0.5994,0.0,0.0
20,1100,3000,240.0,4,4,5,68,0.0,-0.891,0.0,0.0
15,955,2660,240.0,4,10,7,71,0.0,-0.9808,0.0,0.0
13,850,850,240.0,3,6,5,44,0.0,0.9912,0.0,0.0
11,885,2430,240.0,4,10,7,71,0.0,-0.9832,0.0,0.0
11,710,1500,240.0,2,3,0,67,0.0,-0.859,-0.5994,0.0
17,650,1000,240.0,1,10,3,25,0.0,0.0,0.0,-0.5994
15,1100,2850,240.0,4,12,4,69,0.4588,-0.9623,0.0,0.0
13,900,0,192.0,2,4,0,70,0.0,-0.9761,0.0,0.0
0,1270,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
177,1020,1530,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
13,1140,0,24.0,4,4,0,71,0.0,-0.9761,0.0,0.0
85,890,1335,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
157,1150,1000,168.0,4,4,0,68,0.0,0.0,0.0,-0.9783
25,900,1000,240.0,0,13,6,53,0.0,0.5106,0.8402,0.34
15,750,700,240.0,2,7,0,24,0.0,-0.875,0.0,0.0
15,450,1000,240.0,2,10,0,28,0.0,-0.8825,0.0,0.0
15,850,0,240.0,4,1,0,50,0.4588,0.9184,0.0,0.0
18,785,1570,240.0,2,6,4,43,0.0,0.9778,0.0,0.0
35,1200,2000,240.0,4,10,3,57,0.0,-0.9246,-0.8316,0.0
16,650,0,240.0,2,7,0,48,0.0,-0.9491,0.0,0.0
11,896,2490,240.0,2,10,3,47,0.4588,0.8412,0.8562,0.8065
25,945,0,240.0,3,6,4,57,0.0,0.0,0.0,0.0
20,700,1200,240.0,2,11,2,53,0.0,-0.8881,0.0,0.0
24,930,1000,240.0,3,7,3,38,0.0,-0.9643,-0.9136,-0.8316
10,570,500,240.0,3,11,4,47,0.0,-0.8011,-0.9738,0.4588
14,860,2000,240.0,3,11,4,93,0.0,-0.7096,0.0,0.0
18,1000,1000,240.0,3,9,3,92,0.0,-0.5267,0.9377,0.0
16,1350,1350,240.0,4,7,3,187,0.4588,0.9769,0.9952,0.8402
14,950,0,240.0,2,7,0,47,0.0,-0.8591,-0.5994,0.5093
24,730,1500,240.0,2,10,6,39,0.0,-0.9136,-0.6688,-0.5994
10,450,400,240.0,2,3,5,66,0.0,-0.5994,-0.34,0.0
113,1200,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
12,1050,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
106,1220,1830,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
103,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
124,1195,1792,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
13,1140,0,24.0,4,4,0,71,0.0,-0.9761,0.0,0.0
20,575,900,264.0,82110,11,3,50,0.0,-0.8591,-0.5093,0.0
22,670,1100,264.0,2,11,4,28,0.0,-0.9062,-0.5994,-0.9761
14,750,0,264.0,4,9,0,76,0.0,-0.9136,0.0,0.0
14,780,1400,264.0,3,11,3,17,0.0,0.4767,0.0,0.0
15,560,1500,264.0,4,9,3,61,0.0,-0.9485,0.0,-0.8313
16,850,1000,264.0,3,6,4,39,0.0,-0.9186,0.0,-0.5994
12,800,1300,264.0,1,10,3,60,0.0,-0.9698,-0.902,0.0
16,837,600,264.0,1,9,0,78,0.0,-0.1027,-0.5994,0.0
10,690,1500,264.0,3,6,2,33,0.4588,0.6901,0.0,0.0
16,800,2000,264.0,2,11,5,75,0.0,-0.636,0.0,0.0
21,800,350,264.0,4,2,0,30,0.0,0.0,0.0,0.0
16,650,1300,264.0,3,4,2,40,0.0,-0.5994,-0.8316,0.4588
20,310,500,264.0,1,9,2,57,0.0,-0.5423,-0.5423,0.0
14,280,300,264.0,3,13,2,37,0.0,-0.8439,-0.855,-0.7205
15,690,0,264.0,3,9,0,46,0.0,-0.875,-0.8439,0.0
20,1400,2400,264.0,4,9,0,67,0.4588,0.0,0.0,0.0
17,1200,2000,264.0,4,9,0,89,0.4588,0.0,0.0,0.0
17,560,1000,264.0,2,2,3,29,0.0,0.4588,0.6588,0.507
124,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
94,945,1417,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
11,1080,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
145,1175,1762,168.0,3,3,0,27,0.0,-0.5994,0.0,-0.9545
145,920,1380,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
18,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
20,1030,2000,264.0,3,11,2,35,0.0,0.0,-0.8126,0.0
18,1050,2250,264.0,4,10,0,31,0.0,-0.6705,-0.296,0.3786
25,1200,1200,264.0,2,9,3,96,0.0,-0.8439,0.0,0.0
12,881,2640,264.0,3,11,4,89,0.0,-0.9844,0.0,-0.5994
17,900,2000,264.0,4,8,4,38,0.0,-0.9914,0.0,0.0
18,765,1000,264.0,2,11,3,21,0.0,-0.636,0.0,0.0
9,575,500,264.0,2,10,0,35,0.0,0.0,-0.936,0.0
10,635,1800,264.0,4,7,4,43,0.0,-0.9413,-0.296,0.0
18,872,2000,264.0,4,9,3,40,0.0,-0.9569,-0.9508,-0.9184
15,650,0,264.0,4,6,3,42,0.0,-0.6808,0.0,0.4588
20,1000,1500,264.0,2,6,5,95,0.0,0.9267,0.9081,0.9623
16,700,1500,264.0,2,3,3,21,0.0,-0.6996,-0.5994,0.0
25,950,150,264.0,3,8,0,55,0.0,-0.2263,-0.5994,0.0
14,795,1600,264.0,4,4,6,51,0.0,0.9914,0.0,0.0
15,735,0,264.0,4,8,2,44,0.0,-0.9313,-0.9661,-0.636
22,950,2000,264.0,3,8,2,34,0.4588,-0.6571,0.0,0.0
9,850,2000,264.0,3,10,3,36,0.0,-0.9766,0.0,0.0
18,945,0,264.0,2,3,6,47,0.0,-0.9508,0.4588,-0.636
14,850,1200,264.0,2,11,5,47,0.0,-0.975,-0.8885,-0.5994
23,750,400,264.0,2,10,0,48,0.0,-0.8225,-0.7003,0.7127
9,1140,0,192.0,2,4,0,76,0.0,-0.9661,0.0,0.0
12,1050,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
108,1112,1668,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
101,1095,1642,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
0,1121,1681,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
124,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
12,725,1300,264.0,4,12,5,15,0.0,0.4351,0.765,0.0
18,562,1500,264.0,3,10,2,35,0.0,-0.9983,-0.8126,0.0
107,895,1900,264.0,85521,3,5,44,0.0,-0.872,-0.8316,0.0
20,740,1480,264.0,4,4,3,67,0.0,-0.8715,0.0,0.0
11,990,1700,264.0,3,11,5,102,0.0,0.875,0.296,0.8439
12,700,0,264.0,3,11,0,30,0.4588,-0.9509,0.0,-0.5848
30,1690,0,288.0,4,9,3,50,0.4588,-0.5994,-0.886,0.0
9,150,0,288.0,2,5,0,28,0.0,0.0,-0.855,-0.8176
10,840,2500,288.0,2,7,4,16,0.4588,0.0,0.4939,0.6597
35,900,0,288.0,2,12,0,62,0.4588,-0.25,0.0,0.0
16,815,2445,288.0,4,5,4,39,0.0,-0.8316,-0.9136,-0.5994
