Size,PriceTotal,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Titel_length,analysis_det,analysis_desr,analysis_desl,analysis_deso
0,1245,1867,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
130,917,1375,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
94,945,1417,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
14,960,0,24.0,4,4,0,73,0.0,-0.9828,0.0,0.0
144,1320,1980,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
13,1140,0,24.0,4,4,0,71,0.0,-0.9761,0.0,0.0
14,885,1500,24.0,3,13,5,131,0.4588,-0.9396,0.6239,0.7783
12,680,1120,24.0,3,3,4,40,0.0,0.9718,0.9566,0.0
22,700,0,24.0,3,11,0,60,0.0,0.0772,0.0,0.0
17,700,1000,24.0,3,2,3,72,0.0,0.8885,0.9823,0.1779
20,1100,1750,24.0,82057,11,3,53,0.0,-0.9618,0.0,0.0
20,800,1600,24.0,4,10,0,67,0.0,-0.6808,-0.8316,-0.5994
20,800,1600,24.0,4,10,0,40,0.0,-0.6808,-0.8316,-0.5994
20,830,1500,24.0,2,10,7,32,0.0,0.9962,0.9978,0.9873
12,420,0,24.0,2,3,2,19,0.0,0.0,0.0,0.0
19,690,1200,24.0,4,11,0,125,0.0,-0.8439,-0.8885,0.8716
16,700,700,24.0,1,3,3,50,0.0,-0.5994,0.0,0.0
16,700,700,24.0,1,14,3,55,0.0,-0.5994,0.0,0.0
10,680,0,24.0,3,9,0,36,0.0,-0.9761,0.4019,0.0
10,475,1050,24.0,3,11,5,121,0.0,-0.9451,0.3182,0.0
13,750,500,24.0,2,10,6,21,0.4588,0.9168,0.8689,0.0
19,290,550,24.0,3,12,0,38,0.0,-0.636,-0.636,0.0
19,290,550,24.0,3,11,0,19,0.0,-0.7644,0.0,0.0
16,815,1460,1.0,2,11,6,63,0.4588,-0.9661,-0.8672,-0.8979
20,855,1540,1.0,2,11,6,50,0.4588,-0.9661,-0.8672,-0.8979
10,600,1000,24.0,2,9,5,22,0.0,0.0,0.0,0.0
17,930,0,24.0,3,4,0,59,0.0,-0.9761,0.0,0.0
90,1245,1867,168.0,2,3,0,27,0.0,-0.8316,0.0,-0.9545
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
68,1088,1632,168.0,3,3,0,27,0.0,-0.8316,0.0,-0.9545
148,918,1377,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
25,831,1980,24.0,2,11,6,24,0.0,-0.9823,0.0,-0.5994
10,630,1470,24.0,1,4,4,43,0.0,0.6705,0.0,0.0
10,800,800,24.0,2,9,3,18,0.0,-0.5994,0.0,0.0
15,500,0,24.0,3,13,3,31,0.0,-0.7088,0.0,0.0
12,650,500,24.0,82008,4,5,84,0.0,-0.9476,0.0,0.0
26,750,750,24.0,85540,10,6,77,0.0,-0.9928,0.0,0.0
15,620,1500,24.0,4,8,4,45,0.4588,-0.8316,0.0,0.0
12,715,1300,1.0,2,3,5,26,0.0,0.7215,0.0,0.0
64,850,0,24.0,3,10,2,59,0.0,0.8832,0.0,0.0
13,600,0,24.0,2,6,0,28,0.0,0.0,-0.957,0.0
16,495,1000,24.0,3,8,0,46,0.0,-0.5994,-0.8316,-0.8591
16,750,1000,24.0,4,14,0,39,0.0,-0.9112,0.0,0.0
29,840,2000,24.0,2,10,4,38,0.0,-0.855,0.0,0.0
13,665,1570,24.0,2,6,3,28,0.0,-0.5423,-0.2263,-0.7003
18,655,1250,24.0,4,10,0,41,0.0,-0.8591,-0.5242,-0.2942
13,430,2000,24.0,2,10,4,31,0.0,-0.8439,0.0,0.0
20,850,1500,24.0,3,10,3,29,0.0,0.0,0.0,0.0
15,450,0,24.0,2,4,4,40,0.0,-0.5423,0.0,-0.7568
11,640,0,24.0,0,0,0,53,0.0,-0.9287,0.0,0.0
30,950,950,24.0,2,9,0,52,0.4588,-0.9522,0.0,0.0
16,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
0,1095,1500,168.0,2,3,0,33,0.0,0.0,0.0,0.0
103,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
145,920,1380,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
95,896,1344,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
15,990,0,24.0,2,4,0,95,0.0,-0.9661,0.0,0.0
10,850,0,24.0,2,5,7,66,0.4588,0.3384,-0.1943,0.0
33,790,1200,24.0,2,10,3,92,0.0,-0.9623,-0.9403,0.4588
25,400,800,24.0,2,12,0,16,0.0,-0.5994,0.0,0.0
15,890,1900,24.0,3,12,5,55,0.0,-0.5994,-0.7269,-0.7579
11,450,400,24.0,2,8,3,59,0.0,0.7326,0.7096,0.0
17,550,800,24.0,2,4,3,33,0.0,-0.8316,0.0,0.0
13,810,0,24.0,3,10,5,125,0.0,0.0,0.0,0.0
12,900,1000,24.0,3,11,0,40,0.0,0.91,0.872,0.7579
12,1,0,24.0,4,12,0,43,0.4588,-0.0772,0.6249,-0.3818
18,790,1000,24.0,4,0,0,65,0.0,-0.8126,0.0,0.0
16,650,1300,24.0,2,13,4,34,0.0,0.0,0.0,0.0
13,650,650,24.0,3,11,3,32,0.0,0.9403,0.9367,0.8589
16,940,1500,24.0,4,7,0,29,0.4588,0.9483,-0.8316,-0.7539
40,1890,2000,24.0,3,12,6,75,0.4588,-0.9926,-0.9412,-0.6688
10,530,900,24.0,2,12,0,25,0.0,-0.9674,-0.8934,-0.5994
15,875,2000,24.0,4,9,5,57,0.0,-0.6808,0.0,0.0
14,500,1180,24.0,2,8,0,54,0.0,-0.3818,-0.5994,0.0
14,800,500,24.0,2,8,6,34,0.0,-0.9062,-0.5994,0.2023
108,1220,1830,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
0,1270,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
80,1200,1800,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
14,960,0,24.0,4,4,0,73,0.0,-0.9828,0.0,0.0
20,665,1200,24.0,1,11,0,41,0.0,-0.9569,0.0,0.0
20,750,1750,24.0,2,7,0,70,0.0,-0.6652,0.0,0.0
12,850,2000,24.0,4,11,2,28,0.0,0.991,0.0,0.0
11,850,1800,24.0,2,5,8,21,0.0,0.0,0.0,0.0
14,620,500,24.0,2,6,4,39,0.0,-0.7712,0.0,0.0
14,680,1500,24.0,1,10,0,43,0.0,-0.9451,-0.5994,0.0
11,650,1300,24.0,1,11,7,137,0.4588,-0.636,-0.9136,-0.6688
13,800,1700,24.0,4,3,4,33,0.0,-0.9595,0.8578,-0.5994
13,625,1250,24.0,2,7,3,53,0.0,-0.8316,0.0,0.0
20,600,700,24.0,3,9,0,55,0.0,0.9758,0.0,0.0
15,690,1770,24.0,2,6,3,35,0.0,-0.9643,0.0,0.0
14,730,1000,24.0,82067,12,3,54,0.0,0.126,0.0,0.0
14,850,1700,24.0,2,11,0,89,0.0,-0.9485,0.0,0.0
17,830,730,24.0,4,12,3,107,0.0,-0.9747,-0.9382,0.0
18,650,650,24.0,82024,12,0,32,0.0,0.0,-0.5994,0.0
23,1000,0,24.0,3,5,4,21,0.0,0.0,0.0,0.0
15,1200,2500,24.0,4,3,3,22,0.0,0.5719,0.0,0.0
23,1150,0,24.0,4,2,3,46,0.0,-0.5106,0.0,0.1027
10,900,0,192.0,2,4,0,58,0.0,-0.9864,0.0,0.0
68,975,1462,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
0,1245,1867,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
16,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
140,1347,1000,168.0,4,4,0,50,0.0,0.0,0.0,-0.9783
17,850,1500,24.0,3,6,0,48,0.0,-0.9509,0.0,0.0
18,650,650,24.0,2,13,0,93,0.0,-0.9451,0.0,0.0
20,710,1200,24.0,2,3,0,22,0.0,-0.9578,0.0,0.0
14,670,2000,24.0,2,3,3,20,0.0,-0.5994,0.0,0.0
22,990,1980,24.0,4,9,5,53,0.0,-0.636,-0.2942,0.4199
18,900,2000,24.0,4,11,0,74,0.0,-0.9286,0.0,0.0
16,980,0,24.0,2,9,0,50,0.0,-0.8591,-0.5994,-0.836
15,1350,2500,24.0,2,10,3,39,0.0,-0.9485,0.0,0.0
11,875,1500,24.0,2,1,3,19,0.0,0.0,0.0,0.0
15,966,2250,24.0,4,4,2,42,0.0,0.9759,0.0,0.0
12,560,1200,24.0,2,5,3,55,0.0,0.0,0.0,0.0
14,695,1950,24.0,2,6,3,96,0.0,-0.9864,0.0,0.0
16,840,2000,24.0,3,3,4,43,0.0,0.0,0.0,-0.5994
15,800,400,24.0,2,10,0,20,0.0,0.0,-0.5994,-0.5994
17,867,1494,24.0,4,12,2,61,0.4588,-0.9485,0.7479,-0.886
12,650,1300,24.0,4,7,6,239,0.0,-0.636,-0.855,-0.636
18,850,0,24.0,2,7,3,62,0.0,-0.8591,-0.5994,-0.5994
12,485,1250,24.0,4,7,3,25,0.0,-0.9893,0.0,0.0
10,800,200,24.0,3,10,4,28,0.0,-0.9184,-0.636,0.0
80,1200,1800,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
68,1026,1539,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
12,1020,0,144.0,2,4,0,109,0.0,-0.9823,0.0,0.0
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
106,1220,1830,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
20,990,0,24.0,4,4,0,62,0.0,-0.9761,0.0,0.0
12,560,1200,24.0,4,6,3,54,0.0,-0.9785,0.8172,0.0
25,1000,0,24.0,2,8,3,46,0.0,-0.8126,0.0,0.0
18,900,1500,24.0,4,9,4,32,0.4588,0.9655,0.9972,0.0
10,690,0,24.0,2,9,4,38,0.0,-0.9769,-0.8316,0.0
14,1050,2800,24.0,2,10,3,42,0.0,-0.7263,0.0,-0.9705
11,550,1125,24.0,4,11,0,46,0.0,-0.807,-0.2263,-0.8316
14,600,600,24.0,3,9,3,36,0.0,-0.8658,0.6369,0.0
35,1250,1500,24.0,2,9,3,52,0.0,0.0,-0.765,0.0
14,669,1000,24.0,2,1,0,52,0.0,0.5922,0.1779,0.0
13,650,500,24.0,2,12,3,60,0.0,-0.128,0.0,0.0
18,835,1000,24.0,4,10,5,57,0.0,-0.9136,0.0,-0.5994
8,470,0,24.0,2,5,0,53,0.0,-0.9117,-0.8439,-0.636
15,850,1125,24.0,3,9,4,46,0.0,-0.5848,0.5526,0.0
12,623,1200,24.0,2,10,0,39,0.0,-0.8647,0.0,0.0
14,480,480,24.0,2,11,0,50,0.0,-0.9117,0.0,0.0
12,297,250,24.0,4,4,4,53,0.0,0.0,0.9954,0.6476
16,825,800,24.0,4,12,3,33,0.0,0.0,0.0,0.0
15,780,0,24.0,4,7,0,44,0.0,-0.9136,-0.2263,-0.784
17,503,500,24.0,3,6,0,30,0.0,-0.9538,0.0,0.0
148,918,1377,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
16,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
70,1035,1552,168.0,3,3,0,27,0.0,0.0,0.0,-0.9545
20,870,0,24.0,4,4,0,62,0.0,-0.9761,0.0,0.0
87,1020,1530,168.0,4,3,0,27,0.0,-0.8439,0.0,-0.9545
68,922,1383,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
25,850,850,24.0,4,1,0,13,0.0,0.4588,0.0,0.0
15,650,1000,24.0,4,12,7,106,0.0,-0.9771,0.0,0.0
10,690,1500,24.0,2,6,5,36,0.0,-0.8316,0.4588,0.4588
9,770,2000,24.0,4,9,5,49,0.0,-0.9912,-0.9643,-0.9485
15,850,2000,24.0,4,11,0,54,0.0,-0.9859,-0.9451,-0.9485
12,620,1240,24.0,2,11,5,49,0.0,-0.34,0.0,0.0
16,770,1540,24.0,4,12,5,97,0.0,-0.7906,0.0,0.0
18,950,2850,24.0,2,9,3,58,0.0,-0.9451,0.0,0.0
18,800,1000,24.0,3,10,0,51,0.4588,0.8126,0.6749,-0.1984
20,850,1000,24.0,3,11,0,77,0.4588,0.9669,0.6948,0.4199
12,440,620,24.0,4,8,3,36,0.0,-0.5215,0.5994,0.7241
14,500,400,24.0,3,5,2,21,0.0,-0.34,0.0,0.0
12,335,900,24.0,4,3,4,84,0.0,-0.9565,0.0,0.0
23,800,1950,24.0,4,7,0,62,0.4588,-0.8591,-0.8126,-0.975
15,766,1350,24.0,2,10,3,45,0.4588,-0.743,0.9683,-0.1027
12,600,1200,24.0,85640,11,3,63,0.0,0.0,0.0,0.0
20,840,1680,24.0,2,12,6,248,0.4588,-0.4284,-0.9636,-0.4678
11,795,2000,24.0,3,8,2,21,0.0,0.946,0.9922,0.4019
15,1050,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
103,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
92,1064,1596,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
92,1095,1642,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
87,770,1155,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
13,1020,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
16,940,1800,24.0,1,12,2,82,0.0,0.7003,0.9674,0.9872
14,850,1500,24.0,1,12,2,82,0.0,0.1531,0.9674,0.9872
13,800,0,24.0,2,7,0,51,0.0,-0.2263,0.0,-0.5994
20,860,1000,24.0,4,10,0,132,0.0,-0.9891,-0.2244,-0.6808
14,540,950,24.0,1,12,2,62,0.0,-0.9558,0.0,0.0
14,915,1780,24.0,2,10,0,38,0.4588,-0.5994,0.0,0.0
12,500,500,24.0,4,7,3,28,0.0,-0.6486,0.0,0.0
25,950,300,24.0,2,5,2,57,0.0,0.9246,0.7579,0.0
16,688,0,24.0,2,10,0,92,0.0,-0.6704,0.8834,0.8953
12,250,0,24.0,2,9,3,71,0.0,0.4404,0.8834,0.0
22,950,2235,24.0,4,8,0,33,0.0,-0.9136,-0.8316,-0.9656
16,696,1650,24.0,2,11,5,64,0.0,0.5117,0.3802,0.0
25,1000,0,24.0,4,6,5,40,0.0,0.9513,0.0,0.0
13,520,520,24.0,3,3,3,134,0.0,-0.9656,0.0,0.0
16,756,1650,24.0,4,1,3,64,0.0,-0.636,-0.5813,0.3382
22,795,2460,24.0,1,7,2,63,0.0,0.0,0.0,0.0
15,595,1450,24.0,4,8,0,14,0.0,-0.7339,-0.8924,0.0
38,750,650,24.0,82061,12,3,57,0.0,-0.4779,0.6749,0.5267
18,600,1200,24.0,2,12,4,64,0.0,-0.9594,-0.9078,0.2942
80,1220,1830,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
78,1005,1507,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
120,955,1432,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
17,1170,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
22,1170,0,24.0,2,4,0,68,0.0,-0.9769,0.0,0.0
108,1170,1755,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
30,350,500,24.0,4,2,5,36,0.4588,0.9184,0.0,0.0
22,740,1060,24.0,2,12,0,54,0.0,-0.9674,0.0,0.0
10,850,1500,24.0,3,3,4,24,0.4588,-0.5994,-0.5994,-0.9508
16,450,0,24.0,4,7,6,61,0.0,0.5267,0.0,0.0
15,720,0,24.0,4,1,3,42,0.0,-0.7891,0.0,0.0
15,700,1370,24.0,4,6,3,25,0.0,0.0,0.0,0.0
18,700,1400,24.0,3,10,3,46,0.0,0.555,-0.6688,0.2263
12,750,1300,24.0,3,8,2,29,0.4588,0.0,0.0,0.0
20,750,1500,24.0,2,12,4,97,0.4588,-0.9874,0.0,0.0
20,950,2000,24.0,3,5,3,24,0.4588,0.8137,0.9712,0.7964
15,800,2100,24.0,3,10,4,54,0.0,-0.8316,0.0,-0.5994
15,480,500,24.0,4,5,2,34,0.0,-0.5994,0.2263,0.776
15,500,0,24.0,4,3,5,36,0.4588,-0.9287,0.0,0.0
16,986,0,24.0,2,8,0,22,0.0,-0.6283,0.0,0.0
8,775,0,24.0,2,7,0,32,0.0,0.5897,0.0,0.0
10,600,600,24.0,2,11,2,67,0.0,-0.5994,-0.9783,-0.636
15,750,1700,24.0,4,6,3,46,0.0,0.4019,0.9938,0.0
21,705,1500,24.0,4,9,0,39,0.0,0.4588,0.0,0.4588
21,480,300,24.0,4,11,0,54,0.0,0.3182,0.0,0.0
89,1050,1575,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
101,1064,1596,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
16,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
13,1020,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
80,1200,1800,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
124,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
12,500,0,24.0,3,12,3,63,0.0,-0.9485,0.0,-0.6597
15,900,500,24.0,3,9,0,71,0.4588,0.9956,0.8473,0.8126
24,750,850,24.0,4,11,7,73,0.0,-0.816,-0.636,-0.296
19,950,1900,24.0,3,5,6,90,0.0,-0.975,-0.9485,0.0
20,700,1200,24.0,3,9,7,15,0.0,0.1779,0.0,0.0
25,714,1155,24.0,4,12,0,73,0.0,-0.8591,-0.9912,-0.9769
8,630,0,24.0,2,10,0,59,0.0,0.0,0.0,0.0
21,550,275,24.0,3,9,3,62,0.0,0.0,-0.9661,-0.9136
20,500,500,24.0,4,11,0,43,0.4588,-0.9451,0.0,0.0
20,850,800,24.0,4,8,2,78,0.0,-0.0772,0.0,0.0
20,660,1300,24.0,2,8,5,36,0.0,-0.8834,-0.5994,-0.7059
20,650,0,24.0,2,1,0,38,0.0,-0.9821,0.0,0.0
10,590,500,24.0,2,12,3,16,0.0,-0.636,0.0,0.0
11,720,1080,24.0,2,10,0,80,0.0,0.784,0.9775,0.0
31,972,999,24.0,3,12,0,66,0.4588,-0.8316,-0.9661,0.0
15,740,1000,24.0,4,4,0,26,0.4588,0.9851,0.0,0.0
12,800,1000,24.0,2,3,0,58,0.0,0.8126,0.0,0.0
20,650,1350,24.0,2,13,0,136,0.0,-0.5423,0.0,0.0
20,850,1700,24.0,4,9,3,24,0.0,-0.8885,0.0,-0.8316
77,1091,1636,168.0,3,3,0,27,0.0,-0.8316,0.0,-0.9545
11,1080,0,24.0,2,4,0,55,0.0,-0.9761,0.0,0.0
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
95,1231,1846,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
17,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
0,1150,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
18,850,1975,24.0,4,2,0,24,0.0,-0.6486,0.902,-0.2263
70,1199,2000,24.0,2,12,8,137,0.4588,-0.9827,-0.5423,-0.7003
16,990,1000,24.0,4,7,3,18,0.0,-0.5848,0.0,0.0
23,580,580,24.0,4,11,0,146,0.0,-0.5994,-0.5994,0.0
24,848,2544,24.0,3,10,3,77,0.0,-0.9136,-0.5994,0.3818
20,1200,2000,24.0,3,12,2,70,0.4588,-0.953,-0.9761,-0.9151
15,650,200,24.0,2,9,0,53,0.0,-0.8588,0.0,0.0
11,650,650,24.0,3,12,3,25,0.0,-0.9623,-0.8316,-0.5994
13,750,1500,24.0,2,11,3,21,0.4588,-0.6597,0.0,-0.4404
20,800,1400,24.0,3,12,9,54,0.0,-0.4753,0.0,0.0
20,700,600,24.0,3,11,8,34,0.0,0.0,0.0,0.0
15,750,2000,24.0,4,12,3,32,0.0,0.0,0.0,-0.8834
15,722,2166,24.0,2,9,3,49,0.0,-0.9595,-0.5994,-0.6688
17,1028,2450,24.0,4,10,7,72,0.0,-0.6597,0.6705,0.0
14,750,0,24.0,3,9,5,20,0.0,-0.9062,0.0,0.0
16,974,2450,24.0,4,10,7,72,0.0,-0.7964,0.6705,0.0
20,620,200,24.0,2,7,3,19,0.0,-0.9538,0.636,0.0
25,600,300,24.0,85614,2,0,20,0.0,0.0,0.0,0.0
16,640,800,24.0,4,7,3,34,0.0,0.7184,-0.636,0.0
12,755,1500,24.0,4,8,8,42,0.0,-0.9643,-0.5994,0.0
20,990,0,24.0,4,4,0,62,0.0,-0.9761,0.0,0.0
0,1095,1500,168.0,2,3,0,33,0.0,0.0,0.0,0.0
124,1195,1792,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
77,1095,1642,168.0,3,3,0,27,0.0,-0.8316,0.0,-0.9545
92,1064,1596,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
30,1650,3000,24.0,3,11,5,74,0.0,-0.9766,-0.9633,-0.9136
17,1020,500,24.0,4,10,0,40,0.0,-0.5994,-0.9136,-0.2263
15,550,350,24.0,3,10,4,34,0.0,-0.6808,-0.7269,-0.5994
14,800,1000,24.0,2,3,0,57,0.0,0.807,0.0,0.0
9,845,1500,24.0,4,8,3,56,0.0,0.6449,0.9884,-0.5815
20,950,0,24.0,2,9,4,52,0.0,0.0,0.0,0.0
28,860,0,24.0,4,7,4,41,0.0,-0.7494,-0.5994,0.0
46,830,1500,24.0,82205,9,6,49,0.0,-0.9947,0.0,0.0
18,610,995,24.0,4,8,3,77,0.0,-0.717,-0.9769,0.636
13,630,630,24.0,1,3,2,32,0.0,0.34,0.6369,0.0
22,690,1500,24.0,2,10,3,74,0.0,-0.8591,-0.9309,-0.8614
16,650,1000,24.0,4,10,0,40,0.0,-0.9896,0.0,0.0
14,1050,2000,24.0,2,6,2,83,0.0,-0.8687,-0.5994,-0.4019
10,460,460,24.0,2,12,0,52,0.0,-0.9184,0.0,0.0
15,650,300,24.0,3,13,2,110,0.0,-0.9829,0.0,0.0
20,1200,300,24.0,3,12,5,84,0.0,-0.9771,0.0,0.0
20,680,1500,24.0,2,10,0,57,0.0,0.0,0.0,0.0
39,1350,0,24.0,3,7,5,50,0.0,-0.8126,-0.5994,0.0
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
83,1045,1567,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
80,1220,1830,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
16,1050,0,24.0,3,4,0,63,0.0,-0.9823,0.0,0.0
10,900,0,24.0,3,4,0,78,0.0,-0.9823,0.0,0.0
87,1020,1530,168.0,4,3,0,27,0.0,-0.8439,0.0,-0.9545
70,590,0,24.0,2,8,0,103,0.0,-0.6418,-0.9136,0.0
11,650,1530,24.0,4,6,2,43,0.0,-0.5423,0.0,-0.8316
17,600,600,24.0,2,8,2,114,0.0,-0.8481,0.0,0.0
17,660,1659,24.0,4,3,3,45,0.0,-0.9287,0.5093,0.0
16,760,0,24.0,2,8,3,56,0.4588,0.9726,0.9932,0.3182
24,640,600,24.0,3,11,0,47,0.0,0.3506,0.9882,-0.25
20,750,1400,24.0,4,11,5,147,0.0,-0.8126,0.0,0.0
11,225,0,24.0,81594,9,2,20,0.0,0.5994,0.0,0.0
15,338,0,24.0,4,3,3,58,0.0,-0.5994,0.4588,-0.9466
12,690,0,24.0,2,7,3,44,0.0,0.0,-0.636,0.0
11,600,600,24.0,82024,10,0,35,0.0,-0.6597,0.0,0.0
12,1300,1250,24.0,3,12,0,71,0.4588,-0.95,-0.5994,-0.4926
10,1100,0,24.0,3,3,0,47,0.4588,-0.9167,0.0,0.0
13,620,1500,24.0,3,9,3,33,0.0,-0.8316,-0.3818,-0.5994
17,850,0,24.0,3,9,0,120,0.4588,0.0,-0.4753,-0.5994
20,760,2100,24.0,2,7,7,60,0.0,-0.8316,0.0,0.0
13,650,0,24.0,2,11,3,35,0.4588,-0.8316,-0.8316,0.0
18,1050,0,24.0,4,1,2,44,0.4588,0.0,0.0,0.0
17,700,100,24.0,2,4,4,52,0.0,0.8979,0.0,0.0
13,750,1000,24.0,2,13,3,41,0.0,0.0,0.0,0.0
12,930,0,192.0,2,4,0,70,0.0,-0.9661,0.0,0.0
68,1085,1627,168.0,3,3,0,27,0.0,-0.8316,0.0,-0.9545
113,1200,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
0,1121,1681,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
13,1140,0,24.0,4,4,0,71,0.0,-0.9761,0.0,0.0
105,1095,1642,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
19,940,0,24.0,4,9,5,31,0.0,-0.8485,0.9709,0.9607
17,1072,1725,24.0,2,10,2,39,0.0,-0.9081,-0.4588,-0.5994
23,943,1800,24.0,2,9,5,31,0.4588,-0.8316,-0.891,-0.9136
15,250,400,24.0,3,11,3,51,0.0,-0.8316,-0.9195,-0.636
15,680,600,24.0,4,10,2,50,0.0,-0.8316,0.0,0.0
18,1095,2000,24.0,1,11,0,47,0.0,-0.5023,0.9676,-0.3506
15,750,500,24.0,4,8,0,64,0.0,-0.9117,-0.8316,-0.8439
16,485,800,24.0,2,9,3,51,0.0,-0.4939,0.8151,0.0
13,780,0,24.0,4,8,3,21,0.0,-0.0516,0.0,0.0
37,1200,800,24.0,3,10,3,42,0.4588,0.836,0.9335,0.9393
12,600,600,24.0,2,10,0,31,0.0,0.8733,0.9965,0.0
15,560,200,24.0,85521,7,3,33,0.0,0.0,0.0,0.0
14,450,450,24.0,2,2,3,23,0.0,0.0,0.0,0.0
24,1100,100,24.0,4,12,0,37,0.0,0.0,-0.5994,0.0
18,759,1971,24.0,0,12,4,57,0.0,-0.25,-0.636,0.0
15,550,1100,24.0,85386,5,0,57,0.0,-0.8741,0.0,0.0
11,890,1500,24.0,4,9,5,58,0.0,0.0,-0.8316,-0.8622
12,570,570,24.0,4,8,0,19,0.0,0.7572,0.8655,0.8481
17,550,1000,24.0,1,9,0,42,0.0,-0.8442,-0.89,-0.5994
0,1160,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
108,1112,1668,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
68,1026,1539,168.0,4,3,0,27,0.0,0.0,0.0,-0.9545
17,930,0,24.0,3,4,0,59,0.0,-0.9761,0.0,0.0
10,900,0,24.0,3,4,0,78,0.0,-0.9823,0.0,0.0
80,1220,1830,168.0,2,3,0,27,0.0,-0.9184,0.0,-0.9545
30,520,0,24.0,82140,10,3,21,0.0,-0.94,-0.865,-0.6981
14,855,1500,24.0,1,12,6,43,0.0,-0.9136,-0.8126,0.0
11,850,1200,24.0,2,12,6,103,0.0,-0.9246,-0.8955,-0.5994
12,890,2340,24.0,4,11,3,67,0.0,-0.9643,0.0,0.0
11,640,1920,24.0,2,7,5,40,0.0,0.0,-0.8316,-0.7003
23,690,1500,24.0,2,11,5,54,0.0,-0.9459,0.0,0.0
24,850,2400,24.0,2,4,3,35,0.4588,0.3182,0.0,0.0
13,580,300,24.0,3,10,3,34,0.0,0.0,0.0,-0.5994
18,767,1236,24.0,2,10,3,73,0.0,-0.9758,-0.5994,-0.9823
18,650,100,24.0,2,10,3,117,0.0,-0.969,0.0,0.0
10,880,880,24.0,2,6,0,38,0.4588,0.0,-0.9401,0.0
11,685,1600,24.0,3,14,3,72,0.0,0.128,-0.9136,0.0
10,330,700,24.0,3,11,0,74,0.0,-0.6597,-0.2263,0.0
17,390,600,24.0,4,10,3,53,0.0,-0.946,0.0,0.0
30,780,935,24.0,1,10,5,69,0.0,0.7668,0.8453,0.7184
10,550,550,24.0,2,6,4,19,0.0,-0.5994,0.0,0.0
